status,latency
200,0.395337
200,0.084934
200,0.061659
200,0.061684
200,0.066294
200,0.069988
200,0.065009
200,0.069908
200,0.069126
200,0.063318
200,0.067769
200,0.073275
200,0.064927
200,0.072963
200,0.068361
200,0.065669
200,0.067227
200,0.064276
200,0.065105
200,0.072168
200,0.064098
200,0.069116
200,0.084918
200,0.065550
200,0.061479
200,0.063947
200,0.063736
200,0.062627
200,0.058438
200,0.068648
200,0.064301
200,0.066047
200,0.063012
200,0.063267
200,0.066443
200,0.061859
200,0.065435
200,0.073803
200,0.064473
200,0.064968
200,0.064789
200,0.063289
200,0.061553
200,0.062353
200,0.061335
200,0.060877
200,0.060344
200,0.061636
200,0.062093
200,0.064131
200,0.062595
200,0.079969
200,0.068028
200,0.062299
200,0.063233
200,0.060728
200,0.064781
200,0.068996
200,0.062152
200,0.059200
200,0.068763
200,0.061808
200,0.062633
200,0.074706
200,0.064272
200,0.061279
200,0.066429
200,0.062848
200,0.081292
200,0.073111
200,0.065197
200,0.064493
200,0.065011
200,0.067672
200,0.066781
200,0.071753
200,0.065627
200,0.064681
200,0.065261
200,0.064580
200,0.064563
200,0.067432
200,0.063714
200,0.086175
200,0.061448
200,0.065589
200,0.060750
200,0.057708
200,0.062036
200,0.062805
200,0.065897
200,0.068616
200,0.063374
200,0.072571
200,0.068810
200,0.067447
200,0.069837
200,0.067031
200,0.062469
200,0.064959
200,0.068548
200,0.066458
200,0.063706
200,0.064608
200,0.068829
200,0.066494
200,0.068332
200,0.066787
200,0.071015
200,0.070330
200,0.066006
200,0.065334
200,0.076847
200,0.069644
200,0.071980
200,0.064233
200,0.062539
200,0.068851
200,0.061319
200,0.059941
200,0.062929
200,0.071479
200,0.069654
200,0.072007
200,0.064741
200,0.072992
200,0.069015
200,0.078859
503,0.006812
503,0.004905
503,0.004934
503,0.004896
503,0.004854
200,0.022415
200,0.064698
200,0.069639
200,0.070392
200,0.060495
200,0.070070
200,0.068433
200,0.068156
200,0.065932
200,0.064356
200,0.066170
200,0.064449
200,0.066786
200,0.071760
200,0.073785
200,0.067918
200,0.074903
200,0.061304
200,0.062047
200,0.063623
200,0.062636
200,0.064523
200,0.061643
200,0.066028
200,0.062488
200,0.062726
200,0.065030
200,0.060364
200,0.059892
200,0.058627
200,0.061114
200,0.062531
200,0.063001
200,0.061261
200,0.060556
200,0.060253
200,0.061798
200,0.062482
200,0.064085
200,0.072813
200,0.068850
200,0.065739
200,0.062250
200,0.062708
200,0.066108
200,0.071721
200,0.064833
200,0.063526
200,0.069972
200,0.067813
200,0.083679
200,0.066838
200,0.064796
200,0.064926
200,0.065790
200,0.061914
200,0.071587
200,0.064022
200,0.074858
200,0.067984
200,0.069402
200,0.064722
200,0.065269
200,0.068201
200,0.065112
200,0.071957
200,0.067881
200,0.069144
200,0.068039
200,0.066881
200,0.065709
200,0.064450
200,0.064847
200,0.068074
200,0.070066
200,0.088415
200,0.071492
200,0.066836
200,0.066878
200,0.065214
200,0.066211
200,0.064983
200,0.065681
200,0.067465
200,0.068375
200,0.067995
200,0.061790
200,0.069032
200,0.069016
200,0.065710
200,0.068084
200,0.067026
200,0.069695
200,0.072646
200,0.072690
200,0.063637
200,0.065943
200,0.063023
200,0.064892
200,0.070023
200,0.073581
200,0.070312
200,0.064656
200,0.070398
200,0.068562
200,0.066014
200,0.072466
200,0.068881
200,0.069407
200,0.069063
200,0.072545
200,0.064105
200,0.072988
200,0.067955
200,0.065955
200,0.072159
200,0.072243
200,0.063460
200,0.077314
200,0.070043
200,0.086039
200,0.087878
200,0.072375
200,0.085843
200,0.084018
200,0.081644
200,0.065877
200,0.081960
503,0.007662
200,0.065203
200,0.072283
200,0.067244
200,0.063757
200,0.068227
200,0.063839
200,0.064120
200,0.066022
200,0.065464
200,0.069035
200,0.064417
200,0.064185
200,0.069965
200,0.069254
200,0.079023
200,0.064634
200,0.066307
200,0.069247
200,0.064654
200,0.064875
200,0.066579
200,0.069621
200,0.065163
200,0.069203
200,0.069972
200,0.068402
200,0.069719
200,0.073094
200,0.069088
200,0.071236
200,0.063919
200,0.067143
200,0.070810
200,0.072300
200,0.066098
200,0.065920
200,0.065579
200,0.067871
200,0.068682
200,0.064883
200,0.068114
200,0.068689
200,0.064142
200,0.067794
200,0.062312
200,0.069178
200,0.068761
200,0.064224
200,0.061297
200,0.063574
200,0.064125
200,0.062480
200,0.061483
200,0.069955
200,0.068534
200,0.068593
200,0.068367
200,0.067186
200,0.066249
200,0.063903
200,0.066187
200,0.070964
200,0.067637
200,0.073218
200,0.068165
200,0.063921
200,0.069161
200,0.065151
200,0.069269
200,0.065157
200,0.070037
200,0.069569
200,0.074020
200,0.066655
200,0.065015
200,0.067377
200,0.064117
200,0.066327
200,0.064520
200,0.064540
200,0.064472
200,0.060440
200,0.058582
200,0.062810
200,0.070342
200,0.063420
200,0.064695
200,0.062287
200,0.059945
200,0.062781
200,0.060976
200,0.060512
200,0.062730
200,0.066529
200,0.069244
200,0.065894
200,0.065065
200,0.063986
200,0.063491
200,0.070007
200,0.061758
200,0.062568
200,0.063918
200,0.071694
200,0.065224
200,0.089519
200,0.065097
200,0.064017
200,0.065761
200,0.065640
200,0.075948
200,0.063903
200,0.063980
200,0.064456
200,0.065460
200,0.064976
200,0.060899
200,0.064707
200,0.067581
200,0.065157
200,0.065983
200,0.071294
200,0.074628
200,0.075739
200,0.074239
200,0.065288
200,0.080898
200,0.076459
503,0.008042
503,0.005038
503,0.005002
503,0.004940
200,0.023178
200,0.070331
200,0.063883
200,0.070968
200,0.069394
200,0.077351
200,0.063928
200,0.069600
200,0.065237
200,0.067100
200,0.063022
200,0.070984
200,0.064083
200,0.069315
200,0.061565
200,0.064994
200,0.061405
200,0.061717
200,0.060260
200,0.059559
200,0.069396
200,0.069679
200,0.064986
200,0.062657
200,0.062984
200,0.062702
200,0.064638
200,0.068077
200,0.062204
200,0.064690
200,0.064356
200,0.066077
200,0.069294
200,0.067439
200,0.063897
200,0.069659
200,0.068463
200,0.063702
200,0.061585
200,0.069710
200,0.064675
200,0.063942
200,0.066333
200,0.062106
200,0.065092
200,0.067936
200,0.086145
200,0.064468
200,0.063199
200,0.064492
200,0.071570
200,0.064769
200,0.071099
200,0.070233
200,0.069653
200,0.070012
200,0.067830
200,0.067869
200,0.071758
200,0.073346
200,0.064528
200,0.067433
200,0.066213
200,0.066440
200,0.069317
200,0.065862
200,0.065169
200,0.068878
200,0.064980
200,0.066122
200,0.071184
200,0.065027
200,0.065625
200,0.067977
200,0.073310
200,0.064596
200,0.072280
200,0.071932
200,0.068462
200,0.061215
200,0.064649
200,0.065257
200,0.065144
200,0.062887
200,0.068623
200,0.068391
200,0.069969
200,0.069317
200,0.065764
200,0.065443
200,0.071030
200,0.067842
200,0.068218
200,0.064917
200,0.067996
200,0.068928
200,0.063552
200,0.062487
200,0.064660
200,0.068309
200,0.065972
200,0.063877
200,0.065394
200,0.063219
200,0.060421
200,0.065630
200,0.067539
200,0.061928
200,0.061605
200,0.070252
200,0.059003
200,0.061415
200,0.061619
200,0.067751
200,0.059448
200,0.063019
200,0.061806
200,0.058725
200,0.061020
200,0.064931
200,0.058767
200,0.065873
200,0.061900
200,0.061284
200,0.060322
200,0.063041
200,0.063968
200,0.065370
503,0.006017
200,0.062425
200,0.064860
200,0.064279
200,0.060605
200,0.064504
200,0.059531
200,0.064808
200,0.061477
200,0.062639
200,0.061239
200,0.062224
200,0.062457
200,0.064365
200,0.060276
200,0.065413
200,0.061898
200,0.062334
200,0.060497
200,0.058195
200,0.062996
200,0.064110
200,0.067079
200,0.074264
200,0.069149
200,0.065620
200,0.065750
200,0.068621
200,0.064345
200,0.063496
200,0.062205
200,0.062267
200,0.065979
200,0.065711
200,0.065125
200,0.066151
200,0.064261
200,0.068645
200,0.066889
200,0.072044
200,0.064727
200,0.070097
200,0.072390
200,0.068271
200,0.068491
200,0.067993
200,0.067749
200,0.061324
200,0.063353
200,0.063947
200,0.065419
200,0.069617
200,0.062775
200,0.065802
200,0.064377
200,0.065847
200,0.066969
200,0.066355
200,0.062546
200,0.061925
200,0.066186
200,0.063531
200,0.066909
200,0.065329
200,0.065411
200,0.068477
200,0.064756
200,0.069316
200,0.067007
200,0.062609
200,0.064836
200,0.062015
200,0.068359
200,0.065767
200,0.064208
200,0.064526
200,0.064122
200,0.070151
200,0.066063
200,0.063808
200,0.063682
200,0.063146
200,0.067656
200,0.061194
200,0.060569
200,0.067832
200,0.089446
200,0.064750
200,0.068206
200,0.068399
200,0.069561
200,0.069012
200,0.066016
200,0.067788
200,0.067138
200,0.067378
200,0.068393
200,0.070276
200,0.068538
200,0.065072
200,0.069369
200,0.071121
200,0.066041
200,0.067442
200,0.067889
200,0.070612
200,0.065402
200,0.068501
200,0.064335
200,0.066418
200,0.080469
200,0.064471
200,0.066641
200,0.063534
200,0.062665
200,0.062929
200,0.064566
200,0.066994
200,0.068497
200,0.069109
200,0.069377
200,0.069017
200,0.068559
200,0.069442
200,0.073542
200,0.067290
200,0.069260
200,0.068109
200,0.068132
503,0.020614
503,0.005200
503,0.004964
503,0.006126
200,0.026468
200,0.069558
200,0.072086
200,0.065230
200,0.072377
200,0.067982
200,0.068596
200,0.066017
200,0.064221
200,0.065601
200,0.065051
200,0.073108
200,0.065909
200,0.065028
200,0.063943
200,0.062276
200,0.061239
200,0.063022
200,0.067358
200,0.065760
200,0.062620
200,0.068344
200,0.062976
200,0.090318
200,0.066638
200,0.063917
200,0.076890
200,0.061870
200,0.058756
200,0.061178
200,0.066592
200,0.065871
200,0.064505
200,0.063945
200,0.065003
200,0.061794
200,0.061391
200,0.065001
200,0.071905
200,0.070657
200,0.068870
200,0.069718
200,0.070596
200,0.068798
200,0.079722
200,0.064337
200,0.064494
200,0.062721
200,0.061025
200,0.078918
200,0.067969
200,0.071465
200,0.068620
200,0.071576
200,0.066372
200,0.068858
200,0.069438
200,0.069269
200,0.061054
200,0.070244
200,0.071448
200,0.065567
200,0.064469
200,0.066837
200,0.068844
200,0.068264
200,0.070532
200,0.064715
200,0.068027
200,0.068748
200,0.063940
200,0.066349
200,0.068011
200,0.064675
200,0.066461
200,0.064121
200,0.077313
200,0.064991
200,0.066149
200,0.064798
200,0.065259
200,0.067437
200,0.068050
200,0.071281
200,0.069583
200,0.066402
200,0.069403
