status.latency
200,0.452833
200,0.064473
200,0.069932
200,0.071595
200,0.070248
200,0.073703
200,0.071712
200,0.072520
200,0.068431
200,0.067454
200,0.069781
200,0.070663
200,0.070624
200,0.073806
200,0.067433
200,0.074989
200,0.069292
200,0.071920
200,0.077238
200,0.066262
200,0.066255
200,0.068587
200,0.092613
200,0.071789
200,0.068561
200,0.074424
200,0.068985
200,0.067382
200,0.069908
200,0.068124
200,0.070945
200,0.081618
200,0.071709
200,0.064302
200,0.067756
200,0.069089
200,0.068127
200,0.075205
200,0.067856
200,0.069123
200,0.069929
200,0.068335
200,0.073977
200,0.069682
200,0.066335
200,0.069495
200,0.071985
200,0.072137
200,0.072063
200,0.069686
200,0.072830
200,0.069707
200,0.073606
200,0.068095
200,0.065407
200,0.068932
200,0.067466
200,0.070588
200,0.066705
200,0.070898
200,0.064373
200,0.067915
200,0.066467
200,0.072105
200,0.067103
200,0.065126
200,0.062644
200,0.064002
200,0.064136
200,0.081124
200,0.068482
200,0.062143
200,0.073498
200,0.065087
200,0.063595
200,0.070977
200,0.062828
200,0.067395
200,0.063465
200,0.061916
200,0.060746
200,0.069701
200,0.061158
200,0.064878
200,0.059705
200,0.071173
200,0.063382
200,0.069830
200,0.070181
200,0.065650
200,0.064794
200,0.070615
200,0.070747
200,0.067350
200,0.076515
200,0.069881
200,0.069942
200,0.068886
200,0.067710
200,0.068014
200,0.064467
200,0.071921
200,0.067763
200,0.068210
200,0.072855
200,0.069802
200,0.068402
200,0.065471
200,0.070713
200,0.069749
200,0.065888
200,0.070126
200,0.064940
200,0.071914
200,0.074833
200,0.067038
200,0.066053
200,0.068652
200,0.066293
200,0.068137
200,0.065211
200,0.064760
200,0.068114
200,0.073719
200,0.068053
200,0.069003
200,0.066029
200,0.083579
503,0.006000
503,0.005049
503,0.005049
503,0.005097
503,0.005151
200,0.019992
200,0.065482
200,0.066645
200,0.066051
200,0.063189
200,0.061019
200,0.060285
200,0.061450
200,0.064042
200,0.070340
200,0.064375
200,0.067442
200,0.062224
200,0.063054
200,0.072475
200,0.069242
200,0.079975
200,0.064022
200,0.064104
200,0.066289
200,0.061797
200,0.064229
200,0.070559
200,0.068663
200,0.066722
200,0.074356
200,0.070584
200,0.065005
200,0.064309
200,0.067334
200,0.062812
200,0.065221
200,0.070054
200,0.064020
200,0.063881
200,0.063993
200,0.068494
200,0.065235
200,0.073058
200,0.070724
200,0.067766
200,0.063736
200,0.065010
200,0.064225
200,0.071917
200,0.073148
200,0.072702
200,0.077900
200,0.076446
200,0.065917
200,0.062141
200,0.063750
200,0.064036
200,0.063721
200,0.067922
200,0.069874
200,0.074317
200,0.070956
200,0.074701
200,0.068945
200,0.068390
200,0.069553
200,0.073485
200,0.075000
200,0.070005
200,0.067484
200,0.074301
200,0.067852
200,0.063360
200,0.066334
200,0.066878
200,0.070161
200,0.069949
200,0.069871
200,0.068617
200,0.076833
200,0.063536
200,0.067889
200,0.076397
200,0.074570
200,0.062084
200,0.064037
200,0.061611
200,0.071831
200,0.070370
200,0.078689
200,0.068806
200,0.073820
200,0.070375
200,0.069715
200,0.071402
200,0.067983
200,0.069342
200,0.081186
200,0.068766
200,0.064436
200,0.071478
200,0.071514
200,0.067527
200,0.064187
200,0.069141
200,0.063942
200,0.065017
200,0.067123
200,0.068796
200,0.065368
200,0.066165
200,0.066002
200,0.065582
200,0.063668
200,0.073814
200,0.064047
200,0.069162
200,0.072051
200,0.059590
200,0.076390
200,0.077534
200,0.065612
200,0.078850
200,0.071483
200,0.073794
200,0.072366
200,0.073494
200,0.079626
200,0.085631
200,0.086422
200,0.066425
200,0.085211
503,0.007247
200,0.027413
200,0.067209
200,0.067939
200,0.067473
200,0.071610
200,0.068610
200,0.069840
200,0.070314
200,0.070081
200,0.075659
200,0.080163
200,0.073282
200,0.063931
200,0.065340
200,0.063539
200,0.063833
200,0.064701
200,0.064058
200,0.064788
200,0.063907
200,0.064349
200,0.068771
200,0.067622
200,0.065575
200,0.078208
200,0.068981
200,0.066573
200,0.069301
200,0.066526
200,0.065781
200,0.069058
200,0.071703
200,0.072591
200,0.069026
200,0.068016
200,0.066244
200,0.063850
200,0.065948
200,0.065039
200,0.072374
200,0.068300
200,0.064010
200,0.071805
200,0.081815
200,0.065104
200,0.062057
200,0.066163
200,0.061986
200,0.066603
200,0.068216
200,0.072391
200,0.068873
200,0.069235
200,0.071026
200,0.068883
200,0.076515
200,0.067744
200,0.071122
200,0.068915
200,0.071700
200,0.074585
200,0.068368
200,0.069405
200,0.066695
200,0.065123
200,0.066114
200,0.071562
200,0.069759
200,0.072845
200,0.068302
200,0.071044
200,0.068200
200,0.067382
200,0.066161
200,0.079020
200,0.062670
200,0.062461
200,0.061961
200,0.062349
200,0.065982
200,0.072379
200,0.072755
200,0.064394
200,0.070356
200,0.065982
200,0.064355
200,0.060319
200,0.063589
200,0.069061
200,0.063467
200,0.060182
200,0.065476
200,0.065379
200,0.062135
200,0.061546
200,0.062586
200,0.063619
200,0.061366
200,0.063012
200,0.060521
200,0.059958
200,0.071510
200,0.066308
200,0.069263
200,0.069718
200,0.104853
200,0.064839
200,0.064251
200,0.066940
200,0.064886
200,0.064521
200,0.062169
200,0.065765
200,0.075865
200,0.064634
200,0.069700
200,0.066196
200,0.068366
200,0.071547
200,0.073551
200,0.069710
200,0.069277
200,0.077338
200,0.080826
200,0.071564
200,0.066710
200,0.088975
200,0.073770
503,0.014912
503,0.006117
503,0.006882
503,0.004974
200,0.023608
200,0.065194
200,0.068499
200,0.066421
200,0.064441
200,0.069253
200,0.069293
200,0.062457
200,0.069218
200,0.081075
200,0.063937
200,0.069348
200,0.062587
200,0.063644
200,0.063805
200,0.066496
200,0.066697
200,0.064599
200,0.070872
200,0.066509
200,0.064874
200,0.068267
