1573550607186,true,129,79643744,24370856,0,65
1573550610074,true,129,65045424,20003741,20,52
1573550612934,true,129,56452312,17911919,18,50
1573550615886,true,129,56452416,15777713,17,52
1573550618898,true,129,52155744,20509498,21,51
1573550621910,true,130,56468680,22736112,20,50
1573550624870,true,130,56468784,21235571,21,49
1573550627810,true,130,56468680,20474735,20,52
1573550630754,true,130,56468680,17241741,20,52
1573550633798,true,130,56468856,20393424,18,49
1573550636766,true,131,56468680,19631969,19,48
1573550639742,true,131,56468680,20499319,18,51
1573550642810,true,131,56468856,18707483,22,52
1573550645850,true,131,56468680,15757673,22,49
1573550648882,true,131,56468680,17312783,19,51
1573550651926,true,132,56468680,19738941,21,49
1573550654922,true,132,56468784,16846697,18,49
1573550657826,true,132,56468680,18769526,19,51
1573550660742,true,132,56468680,23568133,27,55
1573550664006,true,132,56460664,19211874,19,51
1573550667106,true,133,56468752,19926762,22,51
1573550670210,true,133,56468752,16468697,18,51
1573550673226,true,133,56468784,16663554,18,52
1573550676242,true,133,56468680,21172756,19,51
1573550679274,true,133,56468680,17325156,20,51
1573550682330,true,133,56468752,16250237,0,48
1573550685414,true,134,56468856,16672623,25,53
1573550688490,true,134,56468752,19049012,20,51
1573550691534,true,134,56468680,20345688,19,52
1573550694638,true,134,56468856,17230844,25,50
1573550697746,true,134,56468752,20790644,21,53
1573550700834,true,135,56468752,17524571,19,52
1573550703842,true,135,56468784,19294642,18,50
1573550707030,true,135,56468752,18045008,23,51
1573550710338,true,135,56468752,18818790,19,56
1573550713366,true,135,56468784,17012603,25,55
1573550716322,true,136,56468680,18876248,19,51
1573550719298,true,136,56468680,15787219,16,51
1573550722242,true,136,65061800,18508388,19,52
1573550725322,true,136,56468856,18349952,21,54
1573550728226,true,136,56468680,23000458,17,52
1573550731254,true,137,56468680,22921961,22,55
1573550734278,true,137,56468784,18012623,17,49
1573550737262,true,136,56468680,21037387,0,48
1573550740302,true,137,56468680,16783530,19,53
1573550743242,true,137,56468784,19995583,17,52
1573550746214,true,137,56468680,19211216,19,51
