1573533935478,true,130,79643744,22306965,18,58
1573533938510,true,129,65045424,22201136,24,50
1573533941430,true,129,56452312,18183981,21,53
1573533944415,true,129,56452416,19344138,18,54
1573533947382,true,129,52155744,17534836,23,50
1573533950326,true,129,56468680,19148043,0,50
1573533953290,true,130,56468784,15749996,18,51
1573533956306,true,130,56468680,17446219,19,49
1573533959375,true,130,56468752,17116980,21,54
1573533962374,true,130,56468784,17664537,19,53
1573533965418,true,130,56468680,20758091,18,57
1573533968442,true,131,56468680,19150282,18,50
1573533971490,true,131,56468856,16501494,20,51
1573533974510,true,131,56468680,15863706,21,50
1573533977558,true,130,56468752,15791612,0,47
1573533980581,true,131,56468680,20342699,23,55
1573533983644,true,131,56468856,16173477,19,51
1573533986662,true,131,56468680,16327406,24,50
1573533989630,true,131,56468680,20834191,19,58
1573533992646,true,131,56468784,22302362,19,49
1573533995655,true,132,56468680,24392126,18,51
1573533998726,true,131,56460560,19118985,0,54
1573534001838,true,132,56468856,20663575,19,56
1573534004970,true,132,56468752,21513074,22,50
1573534008006,true,132,56468680,20091156,20,49
1573534011035,true,132,56468784,21447005,18,50
1573534014114,true,132,56468752,23421609,24,49
1573534017218,true,133,56468752,23008862,18,53
1573534020287,true,133,56468752,19401241,19,54
1573534023336,true,133,56468784,17212882,18,52
1573534026371,true,133,56468680,20875649,18,53
1573534029454,true,133,56468752,15900832,24,49
1573534032570,true,134,56468856,17268143,24,51
1573534035626,true,134,56468752,17467977,17,49
1573534038690,true,134,56468752,17971925,18,51
1573534041662,true,134,56468784,18092220,24,52
1573534044707,true,134,56468680,19996348,27,56
1573534047662,true,135,56468680,19528176,22,50
1573534050679,true,135,60765240,22375955,18,52
1573534053554,true,134,56468784,25212186,0,48
1573534056486,true,135,56468680,27930913,20,49
1573534059450,true,134,56468680,31053509,0,57
1573534062371,true,135,56468784,31195624,18,54
1573534065382,true,135,56468680,30025361,17,48
1573534068287,true,135,56468680,28030864,17,55
1573534071246,true,134,56468784,24003397,0,50
1573534074150,true,135,56468680,15875188,18,52
1573534077055,true,135,56468680,17364648,17,52
1573534079978,true,135,56468680,17963184,19,50
1573534082866,true,135,56468784,17316312,22,51
1573534085814,true,135,56468680,20284894,20,52
1573534088746,true,136,56468680,18203738,19,52
1573534091694,true,136,56468784,20870881,17,51
1573534094666,true,136,56468680,16101830,19,51
1573534097610,true,136,56468680,17231408,19,49
1573534100555,true,136,56468680,16225298,18,51
1573534103559,true,137,56468784,18906595,18,56
1573534106570,true,137,56468680,15731424,18,50
1573534109594,true,137,56468680,18830588,25,51
1573534112522,true,137,56468784,17261948,18,50
1573534115507,true,137,56468680,17931075,17,52
1573534118434,true,138,56468680,17929147,17,51
1573534121478,true,138,56468856,19583539,21,51
1573534124503,true,138,56468680,17841551,25,54
1573534127539,true,138,56468680,15811928,20,53
1573534130574,true,138,56468680,18297142,22,50
1573534133570,true,139,56468784,16053489,18,52
1573534136582,true,139,56468680,16948822,18,49
1573534139622,true,139,56468680,20434730,18,49
1573534142640,true,139,56468784,19601167,20,55
1573534145722,true,139,56468752,19147099,19,51
1573534148791,true,140,56468752,17839771,19,52
1573534151774,true,140,56468784,19495020,23,49
1573534154894,true,140,56468752,21349485,20,56
1573534157899,true,140,56468680,22503457,18,50
1573534160874,true,140,56468784,25511409,18,52
1573534163886,true,141,60925232,23431332,18,51
1573534166914,true,141,60925232,23971708,18,50
1573534170018,true,141,60925304,18194015,22,51
1573534173102,true,141,60925408,19344914,24,53
1573534176170,true,141,60925304,18358907,20,49
1573534179266,true,142,60925304,19299674,16,48
1573534182378,true,142,60925408,19742319,22,54
1573534185638,true,142,60925304,19140896,22,50
1573534188678,true,142,60925304,17824098,19,50
1573534191714,true,142,60925336,20586766,19,50
1573534194826,true,143,60925304,17597633,18,54
1573534197882,true,143,60925304,17166882,18,50
1573534200958,true,143,60917216,16649686,18,49
1573534204190,true,143,60925304,16221008,17,50
1573534207322,true,143,60925304,19406097,21,50
1573534210498,true,143,60925304,18032022,0,48
1573534213551,true,144,60925408,18092239,19,54
1573534216694,true,144,60925304,16132435,19,52
1573534219878,true,144,60925304,18503677,20,49
1573534223070,true,144,60908696,16283933,23,59
1573534226279,true,144,60908512,16906289,17,50
1573534229503,true,145,60908512,17844228,19,52
1573534232721,true,145,60908616,19479330,40,10
1573534235955,true,145,60908512,20175703,24,53
1573534239146,true,145,60908512,19406552,24,53
1573534242330,true,144,60925408,16800101,0,51
1573534245647,true,145,60908512,17483149,17,49
1573534248918,true,145,60908512,21444460,19,51
1573534252106,true,145,60908616,20976614,23,51
1573534255319,true,145,60908512,22443037,19,53
1573534258495,true,145,60908512,19569466,23,54
1573534261790,true,146,60908616,20722247,21,50
1573534265039,true,146,60908512,20581163,17,50
1573534268198,true,146,60908512,22814498,17,49
1573534271390,true,146,60908616,22056096,19,50
1573534274622,true,146,60908512,21379504,18,49
1573534277830,true,147,60925304,17391227,17,53
1573534280971,true,147,60925408,15977261,20,51
1573534284230,true,147,60925304,16000104,20,49
1573534287471,true,147,60925304,19202463,24,56
1573534290658,true,147,60925304,19451420,17,51
1573534293874,true,148,60925408,21368669,19,50
1573534297055,true,147,60925304,20316845,0,51
1573534300267,true,148,60925304,20602762,20,56
1573534303614,true,148,60925408,22637812,21,51
1573534306862,true,148,60925304,17791066,19,51
1573534310030,true,148,60925304,17392889,18,52
