1572274551458,false,128,51380224,58988972,0,0
1572274553891,true,257,83886080,68576966,16,69
1572274556364,false,128,31457280,60490861,0,0
1572274558827,true,257,62914560,61842027,14,63
1572274561249,false,128,31457280,49685036,0,0
1572274563654,true,256,61865984,47714422,0,59
1572274565988,false,128,30408704,42340575,0,0
1572274568379,true,257,61865984,41270851,15,56
1572274570716,false,128,30408704,38113323,0,0
1572274573111,true,257,61865984,40779691,20,60
1572274577826,true,257,61865984,48514962,14,58
1572274582443,true,257,61865984,51569363,16,61
1572274587095,true,257,61865984,37312555,13,57
1572274591707,true,258,61865984,34982899,15,59
1572274596379,true,258,61865984,41085211,16,57
1572274601231,true,258,61865984,43560787,21,58
1572274606015,true,257,61865984,32685744,0,62
1572274610622,true,257,61865984,38889885,0,59
1572274615331,true,258,61865984,36147874,22,56
1572274620039,true,258,61865984,37954170,16,61
1572274624747,true,258,61865984,38646725,16,61
1572274629450,true,258,61865984,33508850,17,64
1572274634107,true,258,61865984,33138755,16,59
1572274638830,true,259,61865984,41537904,14,57
