id,is_terminated,is_working,is_available,lastWorked,busyTime,up_time,idle_time,efficiency,created_time
i158-f6,true,false,true,9000.014184,735.257276,2066.515459,1331.258183,0.355796,6933.505541
i157-f5,true,false,true,8999.997973,1032.475941,3024.660370,1992.184429,0.341353,5975.360630
i150-f6,true,false,true,8998.550704,3313.328654,8997.043000,5683.714346,0.368269,2.978000
i154-f2,true,false,true,6933.752210,1725.039134,5075.546673,3350.507539,0.339873,2158.205537
i156-f4,true,false,true,5975.359867,432.894725,1553.462571,1120.567846,0.278664,4721.897296
i155-f3,true,false,true,4722.184649,195.594394,866.749838,671.155444,0.225664,4155.434811
i147-f3,true,false,true,4324.334810,1505.395700,4621.423810,3116.028110,0.325743,2.911000
i152-f0,true,false,true,2158.204508,373.036533,1352.388190,979.351657,0.275835,1105.816318
i153-f1,true,false,true,1833.483854,14.799284,335.990854,321.191570,0.044047,1797.493000
i151-f7,true,false,true,1159.630803,188.564124,925.302040,736.737916,0.203787,534.328763
i149-f5,true,false,true,764.759156,197.908936,1061.801156,863.892220,0.186390,2.958000
i146-f2,true,false,true,5.938240,3.002955,303.047240,300.044285,0.009909,2.891000
i148-f4,true,false,true,5.920297,2.983782,302.985297,300.001515,0.009848,2.935000
i144-f0,true,false,true,5.870213,3.030213,303.030213,300.000000,0.010000,2.840000
i140-f4,true,false,true,5.860734,3.073840,303.105734,300.031894,0.010141,2.755000
i145-f1,true,false,true,5.833716,2.967716,302.967716,300.000000,0.009795,2.866000
i142-f6,true,false,true,5.823752,3.006779,303.032752,300.025973,0.009922,2.791000
i139-f3,true,false,true,5.771681,3.033681,303.033681,300.000000,0.010011,2.738000
i141-f5,true,false,true,5.770637,2.993009,302.998637,300.005628,0.009878,2.772000
i143-f7,true,false,true,5.746887,2.924887,302.924887,300.000000,0.009655,2.822000
i137-f1,true,false,true,5.730473,3.014294,303.028473,300.014179,0.009947,2.702000
i136-f0,true,false,true,5.706213,3.030213,303.030213,300.000000,0.010000,2.676000
i134-f6,true,false,true,5.683752,3.006779,303.055752,300.048973,0.009922,2.628000
i128-f0,true,false,true,5.664036,3.120370,303.143036,300.022666,0.010293,2.521000
i138-f2,true,false,true,5.663739,2.944739,302.944739,300.000000,0.009720,2.719000
i131-f3,true,false,true,5.606681,3.033681,303.033681,300.000000,0.010011,2.573000
