id,is_terminated,is_working,is_available,lastWorked,busyTime,up_time,idle_time,efficiency,created_time
i152-f0,true,false,true,8999.986905,1194.848479,3009.424000,1814.575521,0.397036,5990.577000
i122-f2,true,false,true,9000.011128,3366.146652,8997.577000,5631.430348,0.374117,2.424000
i151-f7,true,false,true,8999.370068,1427.846057,3779.085000,2351.238943,0.377829,5220.916000
i149-f5,true,false,true,5990.650469,2260.773335,5698.675469,3437.902134,0.396719,591.975000
i150-f6,true,false,true,5221.110036,220.658723,861.127036,640.468313,0.256244,4659.983000
i138-f2,true,false,true,4659.983946,1729.405465,4957.257946,3227.852481,0.348863,2.726000
i146-f2,true,false,true,594.847129,233.011587,891.960129,658.948542,0.261235,2.887000
i130-f2,true,false,true,6.192763,3.565051,303.616763,300.051712,0.011742,2.576000
i148-f4,true,false,true,6.022004,3.060816,303.080004,300.019188,0.010099,2.942000
i140-f4,true,false,true,5.916103,3.126612,303.156103,300.029491,0.010314,2.760000
i145-f1,true,false,true,5.900050,3.000699,303.033050,300.032351,0.009902,2.867000
i142-f6,true,false,true,5.821014,3.016858,303.019014,300.002156,0.009956,2.802000
i144-f0,true,false,true,5.791575,2.953575,302.953575,300.000000,0.009749,2.838000
i147-f3,true,false,true,5.760485,2.859485,302.859485,300.000000,0.009442,2.901000
i143-f7,true,false,true,5.755521,2.940521,302.940521,300.000000,0.009707,2.815000
i137-f1,true,false,true,5.749113,3.022812,303.044113,300.021301,0.009975,2.705000
i141-f5,true,false,true,5.741812,2.961812,302.961812,300.000000,0.009776,2.780000
i114-f2,true,false,true,5.740909,3.492909,303.492909,300.000000,0.011509,2.248000
i132-f4,true,false,true,5.729719,3.082535,303.125719,300.043184,0.010169,2.604000
i134-f6,true,false,true,5.666014,3.016858,303.021014,300.004156,0.009956,2.645000
i136-f0,true,false,true,5.636575,2.953575,302.953575,300.000000,0.009749,2.683000
i135-f7,true,false,true,5.631763,2.962284,302.965763,300.003479,0.009778,2.666000
i139-f3,true,false,true,5.600485,2.859485,302.859485,300.000000,0.009442,2.741000
i128-f0,true,false,true,5.592390,3.017851,303.055390,300.037539,0.009958,2.537000
i133-f5,true,false,true,5.584812,2.961812,302.961812,300.000000,0.009776,2.623000
i129-f1,true,false,true,5.576050,3.000699,303.017050,300.016351,0.009903,2.559000
i106-f2,true,false,true,5.573909,3.492909,303.492909,300.000000,0.011509,2.081000
i126-f6,true,false,true,5.534014,3.016858,303.024014,300.007156,0.009956,2.510000
i127-f7,true,false,true,5.495763,2.962284,302.974763,300.012479,0.009777,2.521000
i124-f4,true,false,true,5.480054,3.011497,303.012054,300.000557,0.009939,2.468000
i98-f2,true,false,true,5.457019,3.515928,303.524019,300.008091,0.011584,1.933000
i131-f3,true,false,true,5.451485,2.859485,302.859485,300.000000,0.009442,2.592000
i125-f5,true,false,true,5.450812,2.961812,302.961812,300.000000,0.009776,2.489000
i120-f0,true,false,true,5.435477,3.039328,303.061477,300.022149,0.010029,2.374000
i121-f1,true,false,true,5.372649,2.978649,302.978649,300.000000,0.009831,2.394000
i119-f7,true,false,true,5.367211,2.984495,303.010211,300.025716,0.009849,2.357000
i118-f6,true,false,true,5.325844,2.993844,302.993844,300.000000,0.009881,2.332000
i123-f3,true,false,true,5.311485,2.859485,302.859485,300.000000,0.009442,2.452000
i110-f6,true,false,true,5.309961,3.112267,303.145961,300.033694,0.010267,2.164000
i116-f4,true,false,true,5.273443,2.989443,302.989443,300.000000,0.009866,2.284000
i117-f5,true,false,true,5.270812,2.961812,302.961812,300.000000,0.009776,2.309000
i90-f2,true,false,true,5.266909,3.492909,303.492909,300.000000,0.011509,1.774000
i82-f2,true,false,true,5.262746,3.586797,303.615746,300.028949,0.011814,1.647000
i113-f1,true,false,true,5.213649,2.978649,302.978649,300.000000,0.009831,2.235000
i112-f0,true,false,true,5.164575,2.953575,302.953575,300.000000,0.009749,2.211000
i108-f4,true,false,true,5.139054,3.011497,303.016054,300.004557,0.009938,2.123000
i111-f7,true,false,true,5.127521,2.940521,302.940521,300.000000,0.009707,2.187000
i115-f3,true,false,true,5.119485,2.859485,302.859485,300.000000,0.009442,2.260000
i105-f1,true,false,true,5.119113,3.022812,303.054113,300.031301,0.009974,2.065000
i109-f5,true,false,true,5.101812,2.961812,302.961812,300.000000,0.009776,2.140000
i102-f6,true,false,true,5.100132,3.064589,303.091132,300.026543,0.010111,2.009000
i103-f7,true,false,true,5.042708,3.006203,303.018708,300.012505,0.009921,2.024000
i101-f5,true,false,true,5.013694,3.014151,303.030694,300.016543,0.009947,1.983000
i104-f0,true,false,true,4.996575,2.953575,302.953575,300.000000,0.009749,2.043000
i74-f2,true,false,true,4.987909,3.492909,303.492909,300.000000,0.011509,1.495000
i107-f3,true,false,true,4.964485,2.859485,302.859485,300.000000,0.009442,2.105000
i100-f4,true,false,true,4.958443,2.989443,302.989443,300.000000,0.009866,1.969000
i97-f1,true,false,true,4.947050,3.000699,303.040050,300.039351,0.009902,1.907000
i92-f4,true,false,true,4.928719,3.082535,303.115719,300.033184,0.010169,1.813000
i94-f6,true,false,true,4.879014,3.016858,303.028014,300.011156,0.009956,1.851000
i96-f0,true,false,true,4.841575,2.953575,302.953575,300.000000,0.009749,1.888000
i66-f2,true,false,true,4.824909,3.492909,303.492909,300.000000,0.011509,1.332000
i87-f7,true,false,true,4.811708,3.006203,303.083708,300.077505,0.009919,1.728000
i95-f7,true,false,true,4.811521,2.940521,302.940521,300.000000,0.009707,1.871000
i99-f3,true,false,true,4.810485,2.859485,302.859485,300.000000,0.009442,1.951000
i89-f1,true,false,true,4.794113,3.022812,303.033113,300.010301,0.009975,1.761000
i93-f5,true,false,true,4.791812,2.961812,302.961812,300.000000,0.009776,1.830000
i86-f6,true,false,true,4.729014,3.016858,303.019014,300.002156,0.009956,1.710000
i88-f0,true,false,true,4.697575,2.953575,302.953575,300.000000,0.009749,1.744000
i58-f2,true,false,true,4.681019,3.515928,303.520019,300.004091,0.011584,1.161000
i84-f4,true,false,true,4.664443,2.989443,302.989443,300.000000,0.009866,1.675000
i81-f1,true,false,true,4.653050,3.000699,303.029050,300.028351,0.009902,1.624000
i85-f5,true,false,true,4.652812,2.961812,302.961812,300.000000,0.009776,1.691000
i91-f3,true,false,true,4.651485,2.859485,302.859485,300.000000,0.009442,1.792000
i50-f2,true,false,true,4.631746,3.586797,303.618746,300.031949,0.011813,1.013000
i78-f6,true,false,true,4.590014,3.016858,303.019014,300.002156,0.009956,1.571000
i80-f0,true,false,true,4.563575,2.953575,302.953575,300.000000,0.009749,1.610000
i76-f4,true,false,true,4.557054,3.011497,303.017054,300.005557,0.009938,1.540000
i79-f7,true,false,true,4.528521,2.940521,302.940521,300.000000,0.009707,1.588000
i83-f3,true,false,true,4.519485,2.859485,302.859485,300.000000,0.009442,1.660000
i77-f5,true,false,true,4.515812,2.961812,302.961812,300.000000,0.009776,1.554000
i73-f1,true,false,true,4.514113,3.022812,303.031113,300.008301,0.009975,1.483000
i65-f1,true,false,true,4.497880,3.130043,303.196880,300.066837,0.010323,1.301000
i72-f0,true,false,true,4.406575,2.953575,302.953575,300.000000,0.009749,1.453000
i70-f6,true,false,true,4.402844,2.993844,302.993844,300.000000,0.009881,1.409000
i75-f3,true,false,true,4.375485,2.859485,302.859485,300.000000,0.009442,1.516000
i71-f7,true,false,true,4.371521,2.940521,302.940521,300.000000,0.009707,1.431000
i68-f4,true,false,true,4.360443,2.989443,302.989443,300.000000,0.009866,1.371000
i69-f5,true,false,true,4.351812,2.961812,302.961812,300.000000,0.009776,1.390000
i42-f2,true,false,true,4.349909,3.492909,303.492909,300.000000,0.011509,0.857000
i63-f7,true,false,true,4.348403,3.050293,303.092403,300.042110,0.010064,1.256000
i64-f0,true,false,true,4.271644,2.975219,302.987644,300.012425,0.009820,1.284000
i62-f6,true,false,true,4.230844,2.993844,302.993844,300.000000,0.009881,1.237000
i67-f3,true,false,true,4.228314,2.880799,302.881314,300.000515,0.009511,1.347000
i53-f5,true,false,true,4.197315,3.062097,303.134315,300.072218,0.010101,1.063000
i34-f2,true,false,true,4.191909,3.492909,303.492909,300.000000,0.011509,0.699000
i60-f4,true,false,true,4.191443,2.989443,302.989443,300.000000,0.009866,1.202000
i61-f5,true,false,true,4.185812,2.961812,302.961812,300.000000,0.009776,1.224000
i57-f1,true,false,true,4.178113,3.022812,303.035113,300.012301,0.009975,1.143000
i54-f6,true,false,true,4.112014,3.016858,303.025014,300.008156,0.009956,1.087000
i56-f0,true,false,true,4.076575,2.953575,302.953575,300.000000,0.009749,1.123000
i55-f7,true,false,true,4.043521,2.940521,302.940521,300.000000,0.009707,1.103000
i59-f3,true,false,true,4.041485,2.859485,302.859485,300.000000,0.009442,1.182000
i52-f4,true,false,true,4.039443,2.989443,302.989443,300.000000,0.009866,1.050000
i49-f1,true,false,true,4.037113,3.022812,303.038113,300.015301,0.009975,0.999000
i26-f2,true,false,true,4.016909,3.492909,303.492909,300.000000,0.011509,0.524000
i45-f5,true,false,true,3.990631,3.039782,303.070631,300.030849,0.010030,0.920000
i46-f6,true,false,true,3.970014,3.016858,303.030014,300.013156,0.009956,0.940000
i47-f7,true,false,true,3.931763,2.962284,302.979763,300.017479,0.009777,0.952000
i48-f0,true,false,true,3.927575,2.953575,302.953575,300.000000,0.009749,0.974000
i44-f4,true,false,true,3.891443,2.989443,302.989443,300.000000,0.009866,0.902000
i51-f3,true,false,true,3.890485,2.859485,302.859485,300.000000,0.009442,1.031000
i18-f2,true,false,true,3.888019,3.515928,303.527019,300.011091,0.011584,0.361000
i43-f3,true,false,true,3.866249,2.951045,302.984249,300.033204,0.009740,0.882000
i41-f1,true,false,true,3.847050,3.000699,303.010050,300.009351,0.009903,0.837000
i40-f0,true,false,true,3.793644,2.975219,302.980644,300.005425,0.009820,0.813000
i38-f6,true,false,true,3.765844,2.993844,302.993844,300.000000,0.009881,0.772000
i36-f4,true,false,true,3.752054,3.011497,303.013054,300.001557,0.009939,0.739000
i39-f7,true,false,true,3.727521,2.940521,302.940521,300.000000,0.009707,0.787000
i32-f0,true,false,true,3.725477,3.039328,303.068477,300.029149,0.010029,0.657000
i37-f5,true,false,true,3.719812,2.961812,302.961812,300.000000,0.009776,0.758000
i10-f2,true,false,true,3.678909,3.492909,303.492909,300.000000,0.011509,0.186000
i33-f1,true,false,true,3.659649,2.978649,302.978649,300.000000,0.009831,0.681000
i31-f7,true,false,true,3.638211,2.984495,302.998211,300.013716,0.009850,0.640000
i30-f6,true,false,true,3.606844,2.993844,302.993844,300.000000,0.009881,0.613000
i25-f1,true,false,true,3.589597,3.044409,303.084597,300.040188,0.010045,0.505000
i35-f3,true,false,true,3.575485,2.859485,302.859485,300.000000,0.009442,0.716000
i29-f5,true,false,true,3.556812,2.961812,302.961812,300.000000,0.009776,0.595000
i28-f4,true,false,true,3.556443,2.989443,302.989443,300.000000,0.009866,0.567000
i2-f2,true,false,true,3.549019,3.515928,303.516019,300.000091,0.011584,0.033000
i24-f0,true,false,true,3.503242,2.997461,303.017242,300.019781,0.009892,0.486000
i22-f6,true,false,true,3.482014,3.016858,303.038014,300.021156,0.009955,0.444000
i27-f3,true,false,true,3.437314,2.880799,302.891314,300.010515,0.009511,0.546000
i23-f7,true,false,true,3.420763,2.962284,302.962763,300.000479,0.009778,0.458000
i17-f1,true,false,true,3.400597,3.044409,303.058597,300.014188,0.010046,0.342000
i20-f4,true,false,true,3.396443,2.989443,302.989443,300.000000,0.009866,0.407000
i21-f5,true,false,true,3.390812,2.961812,302.961812,300.000000,0.009776,0.429000
i19-f3,true,false,true,3.368249,2.951045,302.979249,300.028204,0.009740,0.389000
i14-f6,true,false,true,3.285014,3.016858,303.025014,300.008156,0.009956,0.260000
i16-f0,true,false,true,3.269575,2.953575,302.953575,300.000000,0.009749,0.316000
i15-f7,true,false,true,3.251763,2.962284,302.966763,300.004479,0.009778,0.285000
i13-f5,true,false,true,3.241645,2.986457,302.999645,300.013188,0.009856,0.242000
i6-f6,true,false,true,3.222717,3.088306,303.118717,300.030411,0.010188,0.104000
i12-f4,true,false,true,3.219443,2.989443,302.989443,300.000000,0.009866,0.230000
i9-f1,true,false,true,3.203113,3.022812,303.041113,300.018301,0.009975,0.162000
i7-f7,true,false,true,3.138211,2.984495,303.008211,300.023716,0.009850,0.130000
i8-f0,true,false,true,3.102575,2.953575,302.953575,300.000000,0.009749,0.149000
i4-f4,true,false,true,3.083054,3.011497,303.019054,300.007557,0.009938,0.064000
i11-f3,true,false,true,3.068485,2.859485,302.859485,300.000000,0.009442,0.209000
i5-f5,true,false,true,3.066645,2.986457,302.986645,300.000188,0.009857,0.080000
i1-f1,true,false,true,3.043050,3.000699,303.030050,300.029351,0.009902,0.013000
i0-f0,true,false,true,3.025390,3.017851,303.025390,300.007539,0.009959,0.000000
i3-f3,true,false,true,2.948314,2.880799,302.901314,300.020515,0.009511,0.047000
