id,is_terminated,is_working,is_available,lastWorked,busyTime,up_time,idle_time,efficiency,created_time
i12-f4,true,false,true,9000.018963,608.242244,2126.389821,1518.147577,0.286045,6873.618179
i14-f6,true,false,true,8999.992891,256.351292,749.538348,493.187056,0.342012,8250.469652
i15-f7,true,false,true,8999.800013,124.087412,389.602785,265.515373,0.318497,8610.405215
i13-f5,true,false,true,8612.036857,415.449003,1664.412497,1248.963494,0.249607,7247.624360
i11-f3,true,false,true,8253.255050,1031.002445,3053.628202,2022.625757,0.337632,5499.626848
i5-f5,true,false,true,7900.744005,2000.934156,6391.860236,4390.926080,0.313044,1808.883769
i10-f2,true,false,true,6873.617165,799.121172,2498.220925,1699.099753,0.319876,4675.396240
i7-f7,true,false,true,5499.625770,788.492359,2887.354741,2098.862382,0.273085,2912.271029
i9-f1,true,false,true,4977.441868,377.619695,1328.610252,950.990557,0.284222,3948.831616
i6-f6,true,false,true,4179.117763,771.710049,2337.519763,1565.809714,0.330141,2141.598000
i8-f0,true,false,true,3540.099773,50.002529,483.570239,433.567710,0.103403,3356.529534
i2-f2,true,false,true,2913.547153,1044.570341,3212.704471,2168.134130,0.325137,0.842682
i3-f3,true,false,true,2414.620122,755.112938,2711.978122,1956.865184,0.278436,2.642000
i4-f4,true,false,true,1840.880639,302.714344,1249.709590,946.995246,0.242228,891.171049
i1-f1,true,false,true,891.171049,339.101518,1191.155049,852.053531,0.284683,0.016000
i0-f0,true,false,true,244.388848,93.962671,544.388848,450.426177,0.172602,0.000000
