servicetime,latency,status
0.18034363,0.400119,200
0.06359904,0.069470,200
0.059341952,0.068053,200
0.020951135,0.024071,200
0.020506768,0.024976,200
0.021138001,0.024499,200
0.019441163,0.022584,200
0.01997672,0.023736,200
0.019523716,0.022808,200
0.02038456,0.024557,200
0.019010643,0.022621,200
0.022858197,0.026108,200
0.02528356,0.028542,200
0.020360127,0.023392,200
0.020237189,0.023921,200
0.02036148,0.023917,200
0.020257572,0.023685,200
0.022015434,0.025723,200
0.02201607,0.025262,200
0.021540657,0.024853,200
0.019094458,0.022246,200
0.021127544,0.024357,200
0.018669356,0.021796,200
0.0196381,0.022840,200
0.023787828,0.027463,200
0.020913707,0.024362,200
0.019145824,0.023583,200
0.021804696,0.025090,200
0.021056892,0.023715,200
0.022403965,0.026444,200
0.019845666,0.023993,200
0.020511758,0.024257,200
0.021403171,0.025119,200
0.020831976,0.023731,200
0.029344952,0.032605,200
0.02109028,0.023689,200
0.020566184,0.024212,200
0.019770086,0.022923,200
0.019377677,0.023075,200
0.020454962,0.024175,200
0.01900947,0.023192,200
0.023521747,0.026348,200
0.022541454,0.026273,200
0.022942375,0.026112,200
0.02131494,0.024398,200
0.021062432,0.026136,200
0.019654473,0.024120,200
0.019458164,0.022245,200
0.02007502,0.024485,200
0.020691749,0.027132,200
0.019614406,0.022731,200
0.024528304,0.027954,200
0.01915688,0.022113,200
0.022248913,0.025735,200
0.028602256,0.031543,200
0.020526761,0.023151,200
0.022811657,0.026256,200
0.022653103,0.026064,200
0.025270289,0.030026,200
0.01887098,0.022018,200
0.02028326,0.023553,200
0.022290336,0.027843,200
0.022031505,0.025342,200
0.026784088,0.030918,200
0.023737311,0.028359,200
0.02052905,0.023960,200
0.020164736,0.023630,200
0.021714697,0.025626,200
0.01919886,0.023106,200
0.020775257,0.024108,200
0.019288689,0.023067,200
0.019905172,0.022890,200
0.020756684,0.023950,200
0.019472487,0.022145,200
0.023541288,0.028776,200
0.01919516,0.024270,200
0.020103676,0.023438,200
0.020740982,0.023704,200
0.02046669,0.027124,200
0.01960426,0.022475,200
0.019346725,0.022231,200
0.020143133,0.022996,200
0.020128302,0.023645,200
0.01919952,0.025975,200
0.027141623,0.032522,200
0.02035692,0.024996,200
0.019013224,0.032585,200
0.018560031,0.034749,200
0.02013575,0.037271,200
0.019190837,0.038967,200
0.02100722,0.039399,200
0.019658811,0.040463,200
0.019701757,0.039983,200
0.019605799,0.038866,200
0.021782596,0.042007,200
0.020697877,0.042543,200
0.018811472,0.037863,200
0.020737428,0.039185,200
0.019378528,0.038427,200
0.020274458,0.040947,200
0.020256503,0.039438,200
0.019721532,0.033506,200
0.020013517,0.032355,200
0.019809669,0.035449,200
0.019097667,0.039290,200
0.019902956,0.038833,200
0.02836188,0.050012,200
0.019079149,0.037984,200
0.023774013,0.038702,200
0.02199091,0.033632,200
0.019733611,0.022246,200
0.022394806,0.025313,200
0.023246394,0.026643,200
0.019416388,0.026734,200
0.0196225,0.023342,200
0.021007292,0.024090,200
0.020096907,0.023461,200
0.019696575,0.022618,200
0.019609872,0.023476,200
0.02127752,0.024380,200
0.020084808,0.023299,200
0.02039374,0.023630,200
0.0218687,0.024649,200
0.021235116,0.023780,200
0.020108728,0.022870,200
0.022822872,0.025284,200
0.022291409,0.025111,200
0.026272949,0.030341,200
0.021579163,0.026145,200
0.021475628,0.024207,200
0.020933852,0.024796,200
0.021682408,0.024240,200
0.021256868,0.024081,200
0.021389809,0.023874,200
0.020639662,0.023385,200
0.021293815,0.023791,200
0.021413438,0.024528,200
0.019728476,0.023460,200
0.019997725,0.023086,200
0.024361432,0.027797,200
0.023357952,0.026184,200
0.034266166,0.038968,200
0.022021873,0.024676,200
0.024328811,0.027253,200
0.025344284,0.028155,200
0.029745037,0.032620,200
0.032756347,0.035706,200
0.032922227,0.036320,200
0.019791009,0.023044,200
0.022109082,0.025242,200
0.021420272,0.024537,200
0.020219006,0.024365,200
0.020387948,0.023814,200
0.01849302,0.022871,200
0.020147806,0.024932,200
0.020675834,0.023811,200
0.018962683,0.022777,200
0.022858787,0.025751,200
0.023201756,0.026327,200
0.02354476,0.028258,200
0.020871632,0.024317,200
0.028488865,0.032341,200
0.018844856,0.022856,200
0.020332089,0.023701,200
0.018939778,0.021852,200
0.019980645,0.023801,200
0.02086398,0.023738,200
0.02014304,0.026970,200
0.020165429,0.022882,200
0.021230616,0.024288,200
0.023071269,0.027470,200
0.019552913,0.023902,200
0.019647129,0.022187,200
0.020567536,0.023922,200
0.019981984,0.022836,200
0.018867029,0.023399,200
0.019733528,0.022819,200
0.018551797,0.023148,200
0.019937212,0.023888,200
0.020602863,0.023796,200
0.01948462,0.022210,200
0.020871649,0.023753,200
0.023105612,0.026072,200
0.019719888,0.023565,200
0.019901289,0.023580,200
0.020607948,0.024245,200
0.02296358,0.026872,200
0.024410732,0.029278,200
0.038852077,0.041613,200
0.024499431,0.027382,200
0.036028877,0.040574,200
0.03349392,0.036749,200
0.028450169,0.031411,200
0.021286096,0.027248,200
0.021254968,0.023958,200
0.020979816,0.023688,200
0.02120746,0.024527,200
0.018583147,0.024027,200
0.020154148,0.024779,200
0.021079617,0.023986,200
0.020720232,0.023456,200
0.02002644,0.022656,200
0.029862763,0.034237,200
0.019135583,0.023155,200
0.018587964,0.022178,200
0.019801471,0.022931,200
0.019642096,0.022539,200
0.019729031,0.022605,200
0.020363688,0.023746,200
0.01931038,0.024313,200
0.01975472,0.023729,200
0.019713275,0.022315,200
0.020085067,0.023440,200
0.021223292,0.024326,200
0.020453813,0.023899,200
0.021041531,0.023861,200
0.01923218,0.022187,200
0.019137563,0.022590,200
0.018665366,0.022182,200
0.019031832,0.023039,200
0.019356895,0.022163,200
0.019829756,0.023800,200
0.019452587,0.023788,200
0.019385466,0.022762,200
0.019152299,0.022245,200
0.01952235,0.030395,200
0.019992545,0.034630,200
0.01884468,0.032078,200
0.019448858,0.035305,200
0.01998678,0.035553,200
0.019490665,0.035665,200
0.019617978,0.035953,200
0.01988147,0.037665,200
0.021879941,0.039659,200
0.022118667,0.038932,200
0.019977871,0.032853,200
0.018446865,0.024512,200
0.023637377,0.027158,200
0.02061042,0.029155,200
0.02349837,0.040341,200
0.018903432,0.035304,200
0.02037468,0.039012,200
0.031588804,0.049481,200
0.024842568,0.037866,200
0.019629572,0.029102,200
0.019762369,0.029297,200
0.020376174,0.034077,200
0.019175984,0.039306,200
0.01982132,0.035204,200
0.019986415,0.035454,200
0.021001857,0.037510,200
0.022458397,0.041175,200
0.027756363,0.043848,200
0.02142738,0.035600,200
0.022195565,0.033866,200
0.03851653,0.046985,200
0.029357797,0.034187,200
0.018482804,0.024064,200
0.02015788,0.030881,200
0.018968472,0.031165,200
0.019217752,0.028411,200
0.020093784,0.023139,200
0.022165148,0.025636,200
0.021532284,0.025316,200
0.019486176,0.022630,200
0.021571575,0.024013,200
0.019794157,0.023171,200
0.019189924,0.022079,200
0.019365517,0.021970,200
0.021144504,0.023647,200
0.020836378,0.023263,200
0.02173448,0.023926,200
0.020537997,0.023036,200
0.023754628,0.026374,200
0.020344052,0.023280,200
0.033154707,0.036411,200
0.019360213,0.024346,200
0.02230351,0.025177,200
0.023072882,0.029302,200
0.01934422,0.030443,200
0.020130975,0.032884,200
0.02249216,0.035905,200
0.025030129,0.040729,200
0.023474628,0.029492,200
0.022097925,0.034546,200
0.019460583,0.029549,200
0.023416208,0.028319,200
0.020764671,0.026383,200
0.019287882,0.022315,200
0.019019816,0.021928,200
0.019408949,0.022743,200
0.019521656,0.023282,200
0.02042679,0.023520,200
0.019146351,0.022051,200
0.01945234,0.022475,200
0.018828,0.022200,200
0.021390388,0.024503,200
0.019519564,0.023010,200
0.018723803,0.021954,200
0.019076664,0.021527,200
0.025023656,0.027879,200
0.020788694,0.023513,200
0.022383764,0.025153,200
0.019985467,0.023086,200
0.020199481,0.022909,200
0.020955933,0.023562,200
0.019575763,0.022277,200
0.020451568,0.023024,200
0.022384388,0.024903,200
0.020499818,0.026047,200
0.032684226,0.036540,200
0.019230198,0.023100,200
0.019805713,0.023306,200
0.01942368,0.022623,200
0.020010289,0.022573,200
0.020966372,0.027341,200
0.020777108,0.023051,200
0.020433296,0.023181,200
0.022217069,0.024618,200
0.025690628,0.034050,200
0.02199488,0.027122,200
0.021471798,0.023969,200
0.020770917,0.023498,200
0.02097213,0.025039,200
0.02155472,0.024529,200
0.022719637,0.025333,200
0.031933587,0.035186,200
0.030984068,0.034600,200
0.025489416,0.028093,200
0.02113338,0.024071,200
0.027975857,0.032120,200
0.029468216,0.032435,200
0.020464526,0.023205,200
0.019064212,0.021643,200
0.020624403,0.023871,200
0.0212233,0.024171,200
0.02167104,0.024592,200
0.025307495,0.027878,200
0.020278757,0.023137,200
0.019231612,0.023525,200
0.018827653,0.023031,200
0.027578268,0.030278,200
0.021561299,0.024645,200
0.02346892,0.028381,200
0.020978028,0.023492,200
0.020751951,0.023307,200
0.021243064,0.026125,200
0.021573404,0.025307,200
0.020704951,0.024895,200
0.02040563,0.022640,200
0.021022664,0.023614,200
0.020775693,0.028182,200
0.021036262,0.023611,200
0.021056112,0.023497,200
0.02179203,0.024097,200
0.020853264,0.023897,200
0.021690156,0.023931,200
0.019856798,0.024200,200
0.020506289,0.022955,200
0.021266894,0.023511,200
0.0225788,0.025381,200
0.02043502,0.022872,200
0.020400489,0.023013,200
0.02110234,0.026393,200
0.020237312,0.022609,200
0.019331876,0.021687,200
0.01895654,0.021897,200
0.020104872,0.022650,200
0.021169713,0.023811,200
0.021077355,0.023234,200
0.020267945,0.022578,200
0.019735835,0.022726,200
0.018788852,0.021666,200
0.02154508,0.023967,200
0.021769444,0.026035,200
0.01901066,0.021669,200
0.0191142,0.021432,200
0.021521801,0.024032,200
0.021639034,0.023921,200
0.022128804,0.024673,200
0.023182768,0.025917,200
0.027786814,0.030443,200
0.035437576,0.038774,200
0.029257623,0.033177,200
0.022672018,0.027373,200
0.021112075,0.023704,200
0.021186205,0.027671,200
0.024009384,0.026325,200
0.019085458,0.021213,200
0.019175528,0.023443,200
0.02006,0.022679,200
0.02128646,0.023959,200
0.021035215,0.023790,200
0.020635264,0.022933,200
0.021344928,0.024642,200
0.021405129,0.023953,200
0.021241374,0.024753,200
0.020603366,0.026987,200
0.021660086,0.024241,200
0.020508388,0.023708,200
0.022195294,0.024898,200
0.023433397,0.025881,200
0.020586127,0.024129,200
0.018748563,0.022924,200
0.018540086,0.022721,200
0.020583926,0.023338,200
0.018723615,0.023088,200
0.02295194,0.025469,200
0.0215247,0.024407,200
0.020578934,0.023292,200
0.021838445,0.024258,200
0.0230886,0.025881,200
0.021689655,0.024136,200
0.020006385,0.022640,200
0.01955214,0.022239,200
0.02260816,0.026247,200
0.021219864,0.023882,200
0.022134433,0.025084,200
0.023293147,0.026284,200
0.021377916,0.023873,200
0.022568693,0.025133,200
0.020589156,0.024061,200
0.020701615,0.023682,200
0.023385543,0.025783,200
0.020194525,0.022716,200
0.021923916,0.025330,200
0.020847121,0.023315,200
0.021697098,0.024653,200
0.020834744,0.022974,200
0.021506,0.024072,200
0.021949561,0.024360,200
0.019304017,0.023007,200
0.018973274,0.023525,200
0.018970102,0.022584,200
0.018842677,0.022229,200
0.019219115,0.023043,200
0.021403784,0.024486,200
0.021761945,0.024280,200
0.021132892,0.023830,200
0.018638603,0.021118,200
0.019165672,0.021497,200
0.018761888,0.021252,200
0.018633785,0.020896,200
0.01830446,0.020722,200
0.01871842,0.022769,200
0.018735668,0.021456,200
0.018922888,0.023284,200
0.040639855,0.045412,200
0.034775738,0.040833,200
0.019129138,0.021785,200
0.020054614,0.022604,200
0.018352147,0.021073,200
0.019259755,0.021737,200
0.01933592,0.022402,200
0.01973722,0.022498,200
0.019071711,0.022603,200
0.019177103,0.021755,200
0.019810691,0.023457,200
0.019241532,0.021952,200
0.02167554,0.024649,200
0.022131637,0.024907,200
0.021772455,0.025010,200
0.02027064,0.023662,200
0.019028667,0.022010,200
0.01942418,0.022172,200
0.01919948,0.022324,200
0.026977533,0.030412,200
0.021568552,0.024875,200
0.020182228,0.023548,200
0.024420628,0.027581,200
0.019235762,0.022713,200
0.021921787,0.025096,200
0.018944915,0.021599,200
0.04006266,0.043321,200
0.035426196,0.045607,200
0.024584897,0.028608,200
0.018840514,0.021324,200
0.018933091,0.021811,200
0.018733207,0.022351,200
0.020979619,0.023869,200
0.019971287,0.023163,200
0.032773055,0.036763,200
0.019293906,0.021861,200
0.020141307,0.022714,200
0.019910488,0.023256,200
0.01971636,0.022798,200
0.018988349,0.022218,200
0.019011132,0.024684,200
0.019753313,0.023220,200
0.021543762,0.023936,200
0.025578348,0.028143,200
0.031388804,0.033699,200
0.022488644,0.024925,200
0.01927336,0.022580,200
0.021958388,0.024262,200
0.021657651,0.023958,200
0.020174218,0.023470,200
0.019258222,0.023201,200
0.020216756,0.023714,200
0.02355305,0.025902,200
0.020258298,0.023000,200
0.02321768,0.025923,200
0.023137,0.025606,200
0.023726078,0.026376,200
0.024204759,0.027074,200
0.019117303,0.021617,200
0.019150812,0.021574,200
0.019874863,0.022312,200
0.019863028,0.023019,200
0.023110213,0.026589,200
0.021550149,0.024858,200
0.027120175,0.031135,200
0.021022314,0.023343,200
0.020569785,0.023175,200
0.02128344,0.023959,200
0.018973958,0.021818,200
0.0200656,0.024243,200
0.020122644,0.023196,200
0.019935789,0.022391,200
0.019484691,0.021750,200
0.018833859,0.021734,200
0.019733924,0.022951,200
0.025995757,0.029918,200
0.019993102,0.022947,200
0.019517092,0.022899,200
0.019269055,0.021849,200
0.018881027,0.022093,200
0.01934839,0.022746,200
0.019323712,0.026843,200
0.020062108,0.022582,200
0.024648972,0.027245,200
0.020922184,0.023821,200
0.019816004,0.022474,200
0.019460676,0.021944,200
0.019769816,0.022741,200
0.01928621,0.021690,200
0.021554032,0.024009,200
0.0209338,0.023329,200
0.020073464,0.022390,200
0.020552073,0.023238,200
0.021074813,0.023927,200
0.019464118,0.022100,200
0.020116637,0.022833,200
0.02394076,0.026628,200
0.01956712,0.022866,200
0.01976068,0.022205,200
0.021749375,0.024294,200
0.022200176,0.024831,200
0.023365367,0.027536,200
0.020520965,0.023091,200
0.020126872,0.023039,200
0.019085877,0.021634,200
0.021833573,0.024590,200
0.02459442,0.027537,200
0.022976294,0.025560,200
0.022493817,0.026051,200
0.019281432,0.022003,200
0.02039856,0.023107,200
0.02186077,0.024680,200
0.01986603,0.022717,200
0.020500172,0.023219,200
0.019306336,0.022447,200
0.019032044,0.021413,200
0.019381186,0.022842,200
0.020796636,0.023628,200
0.018512253,0.020920,200
0.020661358,0.025926,200
0.019765569,0.022876,200
0.019522032,0.022201,200
0.019818636,0.022664,200
0.01917645,0.022734,200
0.01961882,0.023248,200
0.018953236,0.023408,200
0.01985614,0.023129,200
0.021407068,0.026293,200
0.02058058,0.025839,200
0.021118572,0.024532,200
0.022949815,0.025431,200
0.021339685,0.023912,200
0.02110022,0.023379,200
0.019216284,0.022042,200
0.01927584,0.021854,200
0.022681594,0.025165,200
0.023665428,0.026501,200
0.02087241,0.023445,200
0.021898447,0.024516,200
0.019386617,0.023973,200
0.019909613,0.022428,200
0.019803405,0.023898,200
0.020911373,0.023283,200
0.01975014,0.022227,200
0.020265885,0.023287,200
0.019674128,0.022485,200
0.01933003,0.021462,200
0.020711461,0.023135,200
0.021624643,0.024960,200
0.022614012,0.025153,200
0.028621824,0.031492,200
0.020470526,0.022935,200
0.022173274,0.024759,200
0.021491876,0.024173,200
0.021779742,0.024485,200
0.01979947,0.022104,200
0.019825308,0.022111,200
0.020121356,0.022272,200
0.020787012,0.023245,200
0.019555386,0.022377,200
0.018971644,0.021488,200
0.01860514,0.023022,200
0.019846736,0.022316,200
0.019379225,0.022464,200
0.025339091,0.028056,200
0.0185066,0.021919,200
0.019166088,0.022178,200
0.019423172,0.022306,200
0.020749,0.024033,200
0.022976188,0.025857,200
0.02303082,0.025649,200
0.019908324,0.022261,200
0.019569363,0.022258,200
0.021170167,0.023686,200
0.021204568,0.025371,200
0.019992985,0.022582,200
0.021163275,0.024895,200
0.019848049,0.022216,200
0.021403978,0.023665,200
0.021162275,0.023450,200
0.02381124,0.025913,200
0.0226219,0.027176,200
0.020381952,0.023900,200
0.020751882,0.023179,200
0.020411937,0.024049,200
0.019727021,0.024092,200
0.020623405,0.024063,200
0.02072974,0.023102,200
0.019900693,0.022344,200
0.021702737,0.023780,200
0.020876748,0.023458,200
0.019625163,0.021750,200
0.031170815,0.035215,200
0.023685519,0.028114,200
0.020010443,0.022546,200
0.021824112,0.024128,200
0.020506356,0.023118,200
0.020846058,0.023739,200
0.020283492,0.022329,200
0.027149009,0.035574,200
0.019646185,0.021917,200
0.019810783,0.022373,200
0.020720424,0.029636,200
0.020388007,0.022769,200
0.028319327,0.030861,200
