status,latency
200,0.414555
200,0.101716
200,0.070442
200,0.072241
200,0.070210
200,0.074494
200,0.079387
200,0.090272
200,0.072351
200,0.065483
200,0.076436
200,0.073736
200,0.075868
200,0.074923
200,0.069891
200,0.073730
200,0.073701
200,0.072921
200,0.075145
200,0.071249
200,0.076239
200,0.071840
200,0.072774
200,0.071150
200,0.069390
200,0.071271
200,0.069465
200,0.073141
200,0.098391
200,0.070435
200,0.080063
200,0.082968
200,0.074832
200,0.074150
200,0.073205
200,0.078482
200,0.071359
200,0.073298
200,0.072501
200,0.074741
200,0.074914
200,0.065405
200,0.077180
200,0.069843
200,0.070109
200,0.080292
200,0.070903
200,0.070461
200,0.070700
200,0.071285
200,0.072523
200,0.084465
200,0.081056
200,0.073750
200,0.076089
200,0.067748
200,0.071636
200,0.073287
200,0.073735
200,0.076135
200,0.070811
200,0.073264
200,0.070145
200,0.080761
200,0.071390
200,0.080586
200,0.078591
200,0.077186
200,0.078810
200,0.086467
200,0.068780
200,0.071888
200,0.078900
200,0.073070
200,0.073583
200,0.070959
200,0.068605
200,0.069569
200,0.074529
200,0.073641
200,0.067914
200,0.072032
200,0.073308
200,0.076760
200,0.071556
200,0.078738
200,0.077446
200,0.069903
200,0.067479
200,0.072317
200,0.069933
200,0.071805
200,0.073045
200,0.075947
200,0.071051
200,0.085491
200,0.069085
200,0.066596
200,0.064439
200,0.065173
200,0.065856
200,0.070203
200,0.080045
200,0.071349
200,0.069428
200,0.068564
200,0.067382
200,0.077766
200,0.070266
200,0.075277
200,0.070963
200,0.072137
200,0.069479
200,0.071596
200,0.071139
200,0.071303
200,0.071330
200,0.072698
200,0.071684
200,0.072163
200,0.077529
200,0.071901
200,0.071102
200,0.077661
200,0.072565
200,0.073331
200,0.073978
200,0.093539
200,0.078914
200,0.074956
200,0.063975
200,0.064501
200,0.065524
200,0.067814
200,0.064957
200,0.073644
200,0.071829
200,0.069888
200,0.070283
200,0.068885
200,0.069837
200,0.072432
200,0.072561
200,0.074237
200,0.071773
200,0.072303
200,0.072264
200,0.072545
200,0.073761
200,0.066354
200,0.071112
200,0.071034
200,0.075281
200,0.070393
200,0.073755
200,0.070587
200,0.077692
200,0.072827
200,0.075862
200,0.068994
200,0.079631
200,0.069549
200,0.062843
200,0.067092
200,0.066696
200,0.071349
200,0.074027
200,0.078269
200,0.070625
200,0.069797
200,0.069428
200,0.068078
200,0.069793
200,0.069362
200,0.072407
200,0.071309
200,0.069407
200,0.076844
200,0.072477
200,0.073745
200,0.071818
200,0.071495
200,0.068622
200,0.073158
200,0.076000
200,0.071084
200,0.071175
200,0.071171
200,0.071025
200,0.073619
200,0.076588
200,0.072101
200,0.065282
200,0.065946
200,0.073938
200,0.065991
200,0.070705
200,0.068926
200,0.070157
200,0.072248
200,0.069119
200,0.070237
200,0.071077
200,0.070225
200,0.083195
200,0.073992
200,0.069296
200,0.073643
200,0.094253
200,0.067848
200,0.071530
200,0.067279
200,0.072261
200,0.070733
200,0.069393
200,0.071375
200,0.070467
200,0.070210
200,0.069833
200,0.074297
200,0.070214
200,0.072070
200,0.066532
200,0.066263
200,0.064560
200,0.064843
200,0.083151
200,0.077425
200,0.070173
200,0.072273
200,0.065798
200,0.068873
200,0.070245
200,0.077074
200,0.071068
200,0.070391
200,0.078129
200,0.071347
200,0.073732
200,0.074287
200,0.070538
200,0.071924
200,0.071988
200,0.069330
200,0.069403
200,0.071705
200,0.067560
200,0.081215
200,0.070052
200,0.068065
200,0.076554
200,0.082976
200,0.074328
200,0.085482
200,0.078880
200,0.082482
200,0.065999
200,0.073233
200,0.065713
200,0.073390
200,0.066777
200,0.067421
200,0.068314
200,0.072890
200,0.069869
200,0.069237
200,0.071437
200,0.078232
200,0.065901
200,0.073061
200,0.070030
200,0.071182
200,0.067093
200,0.068771
200,0.069612
200,0.071991
200,0.065414
200,0.074004
200,0.072073
200,0.069368
200,0.074118
200,0.094102
200,0.073122
200,0.078611
200,0.063113
200,0.066781
200,0.073061
200,0.070612
200,0.067600
200,0.070291
200,0.070120
200,0.073399
200,0.071028
200,0.072116
200,0.071230
200,0.071737
200,0.066450
200,0.066337
200,0.076961
200,0.069509
200,0.070527
200,0.068063
200,0.069236
200,0.067692
200,0.070229
200,0.066892
200,0.072029
200,0.066328
200,0.071472
200,0.064935
200,0.067116
200,0.078065
200,0.064094
200,0.063263
200,0.062827
200,0.064330
200,0.063292
200,0.061858
200,0.068481
200,0.066735
200,0.063979
200,0.062351
200,0.065284
200,0.066514
200,0.068307
200,0.065184
200,0.063905
200,0.065297
200,0.066155
200,0.067583
200,0.069895
200,0.069154
200,0.073120
200,0.074430
200,0.077553
200,0.067828
200,0.067547
200,0.068188
200,0.063514
200,0.068059
200,0.065510
200,0.069602
200,0.070207
200,0.070945
200,0.067549
200,0.063929
200,0.065539
200,0.063685
200,0.059252
200,0.073779
200,0.067530
200,0.069116
200,0.064598
200,0.064488
200,0.068362
200,0.064778
200,0.065394
200,0.064071
200,0.072028
200,0.071641
200,0.068731
200,0.064560
200,0.107015
200,0.065439
200,0.070668
200,0.067193
200,0.065455
200,0.064974
200,0.065790
200,0.065965
200,0.072317
200,0.071188
200,0.067879
200,0.072065
200,0.082786
200,0.066956
200,0.065813
200,0.069091
200,0.068734
200,0.081751
200,0.064611
200,0.065999
200,0.085331
200,0.069374
200,0.069492
200,0.072685
200,0.071280
200,0.070807
200,0.067393
200,0.068377
200,0.065126
200,0.062727
200,0.065809
200,0.070071
200,0.070919
200,0.067825
200,0.073160
200,0.067161
200,0.067128
200,0.067424
200,0.067960
200,0.066942
200,0.067127
200,0.070075
200,0.070808
200,0.069682
200,0.064760
200,0.066517
200,0.064478
200,0.060515
200,0.062201
200,0.071164
200,0.066931
200,0.068416
200,0.065682
200,0.067499
200,0.068011
200,0.073909
200,0.066828
200,0.071808
200,0.072145
200,0.070896
200,0.071111
200,0.067213
200,0.069240
200,0.063774
200,0.069031
200,0.070042
200,0.072531
200,0.066073
200,0.066992
200,0.068477
200,0.074231
200,0.067820
200,0.067168
200,0.074532
200,0.066957
200,0.062911
200,0.067300
200,0.069421
200,0.062093
200,0.059124
200,0.071687
200,0.066409
200,0.071423
200,0.065096
200,0.066337
200,0.065026
200,0.068906
200,0.066891
200,0.067387
200,0.068239
200,0.067677
200,0.079529
200,0.066949
200,0.065770
200,0.067050
200,0.064316
200,0.067020
200,0.066967
200,0.068929
200,0.061833
200,0.061248
200,0.063090
200,0.061253
200,0.060677
200,0.070346
200,0.072837
200,0.073671
200,0.065673
200,0.066219
200,0.063505
200,0.067449
200,0.063027
200,0.071425
200,0.066950
200,0.067433
200,0.065278
200,0.070346
200,0.066277
200,0.069747
200,0.066145
200,0.062929
200,0.065203
200,0.066901
