servicetime,latency,status
1.0694739,1.474847,200
0.029160576,0.034788,200
0.010424953,0.056214,200
0.011281559,0.056797,200
0.011966928,0.061098,200
0.011163047,0.060230,200
0.012018629,0.061375,200
0.009691191,0.058777,200
0.010307217,0.059040,200
0.009630393,0.057612,200
0.010739415,0.058853,200
0.011531317,0.061700,200
0.009860597,0.057803,200
0.009628805,0.062504,200
0.009496661,0.055234,200
0.00957759,0.056653,200
0.009728359,0.061686,200
0.009489883,0.055608,200
0.00989941,0.058831,200
0.009504548,0.059375,200
0.009503837,0.057560,200
0.010246045,0.056340,200
0.009413136,0.070460,200
0.012797975,0.060388,200
0.011439653,0.057613,200
0.010573311,0.057647,200
0.009542387,0.061611,200
0.0103573,0.059070,200
0.012964746,0.061566,200
0.011086181,0.057883,200
0.012334418,0.064840,200
0.012023645,0.065275,200
0.010172459,0.059052,200
0.010002474,0.058793,200
0.010241926,0.057796,200
0.009582834,0.057570,200
0.009672541,0.057766,200
0.009639687,0.061528,200
0.013934004,0.061454,200
0.009697289,0.061630,200
0.01005382,0.061894,200
0.00943236,0.061212,200
0.010984703,0.060618,200
0.011515092,0.060651,200
0.011977684,0.058693,200
0.012063892,0.061480,200
0.010608175,0.057765,200
0.010885945,0.057789,200
0.011652854,0.060308,200
0.010601546,0.058433,200
0.01083069,0.057596,200
0.011040939,0.060901,200
0.012665516,0.061477,200
0.012659048,0.061516,200
0.011515038,0.057568,200
0.011466944,0.057611,200
0.010310764,0.058806,200
0.012135105,0.063844,200
0.011358662,0.060385,200
0.012476158,0.061831,200
0.013529915,0.061428,200
0.014220042,0.060978,200
0.013594971,0.061817,200
0.012074865,0.062037,200
0.012876619,0.060024,200
0.011205087,0.059130,200
0.009534893,0.058017,200
0.010066336,0.056718,200
0.009400543,0.057720,200
0.012054323,0.058710,200
0.009581782,0.060108,200
0.0095768,0.069651,200
0.010274517,0.061545,200
0.009524261,0.057456,200
0.011152068,0.056762,200
0.009692569,0.057311,200
0.009614039,0.057557,200
0.010713007,0.056392,200
0.011947146,0.059980,200
0.010023198,0.056801,200
0.012443361,0.059835,200
0.010813546,0.060116,200
0.009688556,0.057711,200
0.010997965,0.059876,200
0.010370954,0.058658,200
0.010550196,0.061111,200
0.010254083,0.058436,200
0.009473178,0.055381,200
0.010078973,0.059153,200
0.010558629,0.057780,200
0.009643377,0.056894,200
0.010263848,0.055633,200
0.010770117,0.057703,200
0.009421735,0.059601,200
0.009949703,0.056351,200
0.011223066,0.057889,200
0.01283247,0.065048,200
0.01468301,0.063689,200
0.010806971,0.062047,200
0.010695084,0.059824,200
0.009668008,0.065208,200
0.012393667,0.061318,200
