servicetime,status,latency
0.016755491,0.064716,200
0.020572243,0.066943,200
0.036060024,0.082613,200
0.022881452,0.070809,200
0.019425556,0.068710,200
0.01640572,0.066143,200
0.017960057,0.071825,200
0.01870409,0.072716,200
0.019911362,0.068901,200
0.020194495,0.066720,200
0.021318432,0.069634,200
0.023243506,0.072534,200
0.02179505,0.072292,200
0.019129092,0.066878,200
0.01809142,0.067909,200
0.019410389,0.066027,200
0.01523521,0.064379,200
0.017545244,0.067194,200
0.01763589,0.066305,200
0.019987606,0.066827,200
0.021145305,0.068850,200
0.01976836,0.069000,200
0.017826252,0.069197,200
0.02070925,0.069148,200
0.021092368,0.070127,200
0.020695988,0.069173,200
0.02102462,0.069494,200
0.016198235,0.066212,200
0.01908124,0.067508,200
0.022115013,0.071017,200
0.021291967,0.068781,200
0.023170913,0.070903,200
0.016080497,0.062349,200
0.023132846,0.071975,200
0.019029941,0.066545,200
0.018846784,0.065459,200
0.023529155,0.072293,200
0.018629365,0.068483,200
0.019001707,0.065842,200
0.019427719,0.068105,200
0.016415868,0.064654,200
0.017067112,0.067276,200
0.016533446,0.065332,200
0.016607823,0.064035,200
0.020021906,0.070451,200
0.014626657,0.065745,200
0.021662142,0.069244,200
0.01929882,0.065687,200
0.016683478,0.065110,200
0.0204129,0.068151,200
0.01948572,0.067880,200
0.016904248,0.066302,200
0.013558832,0.060686,200
0.014670399,0.061215,200
0.018192291,0.068837,200
0.018515673,0.068295,200
0.019489395,0.068410,200
0.018215995,0.044858,200
0.016976124,0.068891,200
0.018256236,0.065295,200
0.0169783,0.064139,200
0.020322597,0.069121,200
0.019527933,0.073110,200
0.018914714,0.067526,200
0.01686713,0.064785,200
0.016457567,0.064128,200
0.01645513,0.063317,200
0.020312227,0.096030,200
0.021384908,0.070063,200
0.020651251,0.068223,200
0.02003946,0.069158,200
0.022578755,0.072552,200
0.017232085,0.066027,200
0.020227091,0.067267,200
0.02060605,0.075961,200
0.019495407,0.069955,200
0.024392968,0.072203,200
0.018956635,0.066765,200
0.02025604,0.068890,200
0.019776428,0.068385,200
0.021028273,0.069393,200
0.019796625,0.076084,200
0.017049529,0.064118,200
0.015909571,0.064696,200
0.02287942,0.070615,200
0.018390773,0.068691,200
0.022233471,0.070921,200
0.0264631,0.073865,200
0.017528553,0.064270,200
0.0162206,0.065957,200
0.017546434,0.065134,200
0.01605942,0.065323,200
0.02345254,0.071616,200
0.016953822,0.065387,200
0.021505592,0.071997,200
0.017566914,0.065273,200
0.016241267,0.064802,200
0.020573284,0.070173,200
0.018179487,0.067644,200
0.020055698,0.071308,200
0.017694078,0.065843,200
0.020121604,0.069012,200
0.020342289,0.068169,200
0.022217384,0.070971,200
0.0216002,0.068875,200
0.020979775,0.070072,200
0.027456732,0.078861,200
0.0239528,0.073184,200
0.02012724,0.070349,200
0.02197534,0.073389,200
0.02014454,0.070022,200
0.02302079,0.073103,200
0.017746745,0.065702,200
0.022482803,0.071291,200
0.018952642,0.070572,200
0.024368115,0.074165,200
0.022430236,0.074765,200
0.02214935,0.070515,200
0.024133895,0.072413,200
0.017145783,0.069368,200
0.021233948,0.069685,200
0.018655224,0.067442,200
0.020461604,0.073641,200
0.019252991,0.066879,200
0.01945565,0.067019,200
0.021667648,0.072280,200
0.017904706,0.065135,200
0.018958533,0.074179,200
0.018175332,0.067219,200
0.016224848,0.063977,200
0.01743967,0.065876,200
0.017053492,0.068453,200
0.016814755,0.063321,200
0.016127443,0.064599,200
0.018157784,0.066586,200
0.016320914,0.064492,200
0.016578205,0.066580,200
0.016973192,0.064365,200
0.017237758,0.066424,200
0.017627103,0.064517,200
0.018028617,0.069574,200
0.01830092,0.065611,200
0.021539686,0.069951,200
0.022823952,0.071300,200
0.019443896,0.069017,200
0.01521299,0.062204,200
0.015328667,0.064641,200
0.018263696,0.067103,200
0.01585103,0.067121,200
0.018538889,0.069466,200
0.022653077,0.070339,200
0.0197003,0.068013,200
0.020794036,0.072098,200
0.017350748,0.066561,200
0.016380368,0.066015,200
0.015782991,0.064468,200
0.018882994,0.068531,200
0.021713862,0.073230,200
0.0209978,0.067294,200
0.014210928,0.065135,200
0.02074013,0.070489,200
0.018415784,0.066332,200
0.022914512,0.072989,200
0.0177855,0.067395,200
0.022397337,0.071054,200
0.021073176,0.068191,200
0.021546284,0.071347,200
0.01665842,0.064265,200
0.016685437,0.065128,200
0.018982744,0.068798,200
0.020624556,0.068085,200
0.016634777,0.066644,200
0.041447792,0.090079,200
0.017970383,0.066386,200
0.018621264,0.069552,200
0.016255239,0.065201,200
0.019039689,0.069172,200
0.018896475,0.067533,200
0.019532995,0.067183,200
0.020024693,0.066298,200
0.016698847,0.067468,200
0.018038576,0.068554,200
0.01702342,0.064530,200
0.016788324,0.065288,200
0.02061228,0.067754,200
0.019722497,0.066225,200
0.022385197,0.073280,200
0.021200785,0.068813,200
0.017341804,0.067056,200
0.017057825,0.067137,200
0.017798036,0.066143,200
0.01808602,0.067477,200
0.02318704,0.070284,200
0.022335077,0.070320,200
0.018576564,0.067471,200
0.020909332,0.068960,200
0.022347309,0.072798,200
0.02003596,0.066461,200
0.015713796,0.064224,200
0.016559595,0.066492,200
0.021110684,0.071064,200
0.018576613,0.068670,200
0.017942704,0.064891,200
0.018620921,0.067454,200
0.02096514,0.068242,200
0.018787151,0.066194,200
0.020450504,0.068482,200
0.025798688,0.077430,200
0.020094344,0.071434,200
0.02223936,0.070928,200
0.019498091,0.069962,200
0.019718723,0.069405,200
0.017491424,0.066753,200
0.016724166,0.068234,200
0.019974088,0.069788,200
,0.004999,503
,0.005041,503
,0.004895,503
0.01964086,0.025977,200
0.022678757,0.071270,200
0.018054724,0.067535,200
0.017844202,0.068843,200
0.021031432,0.069699,200
0.021350073,0.069771,200
0.021850975,0.071691,200
0.017911676,0.065346,200
0.02265656,0.070165,200
0.020441316,0.072472,200
0.021078145,0.070954,200
0.019250672,0.065826,200
0.025277585,0.074720,200
0.018217256,0.068151,200
0.018976372,0.066705,200
0.02237724,0.069719,200
0.01800654,0.065416,200
0.021260647,0.068875,200
0.016458968,0.064700,200
0.018528529,0.068560,200
0.021357639,0.071897,200
0.023502339,0.072383,200
0.020784233,0.071274,200
0.0210224,0.093609,200
0.021715576,0.070903,200
0.019927692,0.086122,200
0.033309393,0.082115,200
0.032706924,0.079624,200
0.018517392,0.068108,200
0.018297376,0.065368,200
0.018619772,0.065964,200
0.01759122,0.065826,200
0.028488016,0.076714,200
0.019232215,0.067274,200
0.022272753,0.073184,200
0.023421165,0.071699,200
0.020898912,0.075659,200
0.028152788,0.075907,200
0.027367769,0.078161,200
0.022525884,0.071140,200
0.017125877,0.066330,200
0.023278328,0.074119,200
0.021912623,0.073588,200
0.01984472,0.066686,200
0.016496435,0.065756,200
0.018098244,0.068064,200
0.017559504,0.066076,200
0.020940676,0.072165,200
0.017441504,0.066895,200
0.017943485,0.066357,200
0.019366618,0.071484,200
0.021319756,0.070959,200
0.019389328,0.067505,200
0.022675537,0.071599,200
0.022166584,0.069611,200
0.020765482,0.068839,200
0.016804095,0.063378,200
0.016924193,0.065151,200
0.016023241,0.066400,200
0.02031541,0.067502,200
0.021498244,0.070884,200
0.018619284,0.070899,200
0.018678676,0.065325,200
0.019863492,0.069340,200
0.021243516,0.069227,200
0.020759156,0.068460,200
0.022982957,0.073014,200
0.020403009,0.070804,200
0.016864697,0.063044,200
0.019838432,0.067167,200
0.020845072,0.068616,200
0.01983878,0.068760,200
0.016838528,0.063929,200
0.019925112,0.068426,200
0.020768045,0.071231,200
0.022424044,0.069534,200
0.021714594,0.068323,200
0.018312339,0.069211,200
0.016530873,0.079547,200
0.02172594,0.073414,200
0.021142203,0.070895,200
0.017862756,0.068503,200
0.019780323,0.070223,200
0.023573102,0.071343,200
0.03367932,0.084173,200
0.016352976,0.065403,200
0.02001994,0.069376,200
0.02185861,0.070430,200
0.021571588,0.071726,200
0.019969264,0.069465,200
0.01468525,0.064859,200
0.01422924,0.064461,200
0.016078433,0.065292,200
0.01397512,0.063537,200
0.014887945,0.061655,200
0.015503706,0.065782,200
0.01595063,0.065764,200
0.014798896,0.061152,200
0.016708009,0.065311,200
0.015912924,0.064491,200
0.01888517,0.069161,200
0.01697795,0.063713,200
0.020033967,0.070804,200
0.022891631,0.070519,200
0.02180794,0.070921,200
0.017091116,0.065183,200
0.016378174,0.069239,200
0.02091074,0.072151,200
0.016681064,0.066586,200
0.016759774,0.064074,200
0.017137792,0.066579,200
0.017042903,0.065204,200
0.016453814,0.065197,200
0.018832712,0.067397,200
0.020838303,0.073984,200
0.017369827,0.065735,200
0.022310955,0.071653,200
0.017599942,0.066399,200
0.023227235,0.074586,200
0.018446,0.065989,200
0.01898329,0.068697,200
0.017465094,0.064725,200
0.016894484,0.064419,200
0.016973428,0.064617,200
0.018223943,0.067283,200
0.0181401,0.066149,200
0.018768962,0.066399,200
0.01827151,0.068309,200
0.019678652,0.068492,200
0.01686081,0.068010,200
0.019376446,0.067142,200
0.01732501,0.068173,200
0.016917825,0.066322,200
0.016621036,0.064936,200
0.015774302,0.066833,200
0.019818377,0.069805,200
0.021164505,0.071983,200
0.018419288,0.066448,200
0.0183395,0.068991,200
0.018557608,0.066210,200
0.016968708,0.064713,200
0.018198347,0.066965,200
0.022133712,0.070898,200
0.020867627,0.070772,200
0.017635,0.066461,200
0.018081136,0.066404,200
0.017298512,0.064528,200
0.017150616,0.063860,200
0.021816624,0.071020,200
0.018148156,0.069398,200
0.025091417,0.075006,200
0.020148758,0.066666,200
0.017688833,0.067811,200
0.017168852,0.068304,200
0.016343601,0.062846,200
0.021582576,0.067904,200
0.017475655,0.064478,200
0.016308911,0.065392,200
0.021182096,0.071323,200
0.02023418,0.068669,200
0.021200698,0.070483,200
0.020932226,0.072318,200
0.01727656,0.072832,200
0.020523896,0.068037,200
0.023201512,0.073333,200
0.022340719,0.069448,200
0.019774495,0.077610,200
0.020686343,0.069173,200
0.02244744,0.071413,200
0.020468682,0.071629,200
0.019515935,0.067256,200
0.019622613,0.069924,200
0.019400531,0.069514,200
0.018576842,0.068795,200
0.020215029,0.069610,200
0.01671948,0.067839,200
0.021299759,0.068681,200
0.025270391,0.073387,200
0.0217572,0.068719,200
0.025180819,0.073383,200
0.020210234,0.067252,200
0.019649483,0.066040,200
0.01800652,0.066439,200
0.016804961,0.064229,200
0.0174422,0.066457,200
0.016592562,0.066036,200
0.016879087,0.066811,200
0.018886106,0.067603,200
0.023382401,0.070255,200
0.018565118,0.068959,200
0.022976734,0.072243,200
0.015297751,0.064639,200
0.022112167,0.071062,200
0.024419691,0.071328,200
0.018569509,0.065262,200
0.019240916,0.068053,200
0.022294529,0.071637,200
0.017071309,0.064748,200
0.022683263,0.071404,200
0.019386064,0.068050,200
0.019169701,0.069110,200
0.018868933,0.068306,200
0.021858836,0.070360,200
0.01964484,0.065756,200
0.019113032,0.070183,200
0.016353073,0.065754,200
0.016134407,0.063150,200
0.014864209,0.062640,200
0.015978044,0.063664,200
0.018314628,0.065442,200
0.020466836,0.070251,200
0.020113904,0.068854,200
0.020689273,0.069024,200
0.019909715,0.066648,200
0.02179396,0.071605,200
0.019428596,0.068145,200
0.021223336,0.070558,200
0.017095648,0.068023,200
0.017534437,0.066770,200
0.019848624,0.067028,200
0.026157962,0.073906,200
0.026226828,0.075141,200
0.024864458,0.075856,200
0.02612542,0.074504,200
0.026102724,0.076013,200
0.025447981,0.074833,200
0.014646126,0.065257,200
0.015655309,0.064557,200
0.015874919,0.066625,200
0.015923146,0.066085,200
0.014923569,0.063186,200
0.017272048,0.065669,200
0.02095674,0.071150,200
0.01696522,0.065216,200
0.020432975,0.072029,200
0.016716646,0.064876,200
0.020769237,0.067735,200
0.01804338,0.066165,200
0.021558233,0.073553,200
0.026453191,0.076418,200
0.018819623,0.068996,200
0.019006822,0.077157,200
0.020130342,0.066999,200
0.018904325,0.068520,200
0.020262966,0.069606,200
0.020570925,0.068562,200
0.02178144,0.069273,200
0.019733883,0.070070,200
0.017371245,0.066414,200
0.017689636,0.064072,200
0.018505348,0.068447,200
0.01936606,0.066796,200
0.01921184,0.067828,200
0.027231194,0.075536,200
0.01992928,0.067255,200
0.018250758,0.067947,200
,0.006166,503
,0.005595,503
,0.005979,503
,0.005915,503
0.022896156,0.029054,200
0.023384796,0.074681,200
0.022863405,0.070529,200
0.022522181,0.074301,200
0.019219803,0.070340,200
0.022782076,0.071687,200
0.028582998,0.078495,200
0.018494492,0.071377,200
0.019090513,0.066103,200
0.020918053,0.068305,200
0.023014048,0.070263,200
0.01743463,0.072005,200
0.025050309,0.072260,200
0.022823328,0.072440,200
0.02125662,0.070983,200
0.017736487,0.067144,200
0.018185088,0.066892,200
0.016238295,0.065383,200
0.021297636,0.069406,200
0.018288044,0.066318,200
0.023053149,0.071104,200
0.016705895,0.067519,200
0.016404454,0.063667,200
0.015530674,0.063972,200
0.018670153,0.067752,200
0.016793307,0.067964,200
0.01615303,0.066335,200
0.016867932,0.069034,200
0.018589849,0.069375,200
0.01838039,0.067054,200
0.017337851,0.065175,200
0.016488722,0.063355,200
0.017462945,0.068715,200
0.02110864,0.067698,200
0.016856477,0.067509,200
0.016069263,0.065461,200
0.016014237,0.064544,200
0.021183696,0.075012,200
0.016779896,0.064792,200
0.01738614,0.064949,200
0.019622115,0.069162,200
0.018617112,0.066067,200
0.016912935,0.070758,200
0.018684162,0.065404,200
0.017450575,0.064816,200
0.0225919,0.071194,200
0.016744712,0.068491,200
0.021897223,0.069004,200
0.022596907,0.072073,200
0.02383784,0.072804,200
0.022348516,0.070218,200
0.01765963,0.067727,200
0.01799774,0.067314,200
0.017136788,0.067209,200
0.022969676,0.070927,200
0.01768706,0.066498,200
0.022208814,0.073659,200
0.02332603,0.071662,200
0.019924004,0.071089,200
0.01922155,0.067512,200
0.021249168,0.072618,200
0.024148205,0.072437,200
0.020992048,0.070430,200
0.022889538,0.071344,200
0.017220125,0.064587,200
0.016929924,0.065401,200
0.021374373,0.071861,200
0.021588383,0.089749,200
0.017583553,0.064479,200
0.0175834,0.067867,200
0.020309549,0.069488,200
0.022599667,0.070668,200
0.020226762,0.068969,200
0.024319349,0.075222,200
0.021909473,0.069638,200
0.021824935,0.071708,200
0.019616527,0.068669,200
0.018262327,0.069975,200
0.021849284,0.069600,200
0.016975516,0.067218,200
0.016961176,0.064918,200
0.017480692,0.065298,200
0.022684917,0.074105,200
0.016540004,0.066007,200
0.022902364,0.071615,200
0.019478688,0.068579,200
0.021363473,0.069872,200
0.016702555,0.064640,200
0.021091497,0.073260,200
0.01795044,0.068253,200
0.015746916,0.063920,200
0.01697488,0.064770,200
0.01805217,0.067413,200
0.016324501,0.064108,200
0.019991856,0.071004,200
0.021320283,0.068953,200
0.043393116,0.092329,200
0.016509866,0.066502,200
0.0169496,0.064570,200
0.015541977,0.063406,200
0.030465685,0.079028,200
0.029166352,0.078215,200
0.022983273,0.072263,200
0.022832949,0.069604,200
0.021020614,0.068656,200
0.027612317,0.077435,200
0.02686858,0.076041,200
0.029887099,0.077979,200
0.027929904,0.075373,200
0.02575168,0.076349,200
0.017957717,0.064894,200
0.018545456,0.068392,200
0.01992694,0.067891,200
0.021417452,0.069464,200
0.022963256,0.070548,200
0.020654602,0.071494,200
0.024538208,0.055840,200
0.020696277,0.069377,200
0.020843685,0.067118,200
0.01859998,0.068822,200
0.020149084,0.066671,200
0.015911572,0.063539,200
0.01703667,0.064760,200
0.019000724,0.068647,200
0.020988122,0.069193,200
0.018334132,0.066844,200
0.034513198,0.081680,200
0.026858192,0.076600,200
0.016272748,0.063825,200
0.018051732,0.064785,200
0.019116785,0.069247,200
0.018248552,0.065982,200
0.017026544,0.064910,200
0.017353551,0.069108,200
0.01870408,0.066980,200
0.0226011,0.071085,200
0.01912611,0.068568,200
0.01565738,0.063545,200
0.02127821,0.068249,200
0.021609005,0.068571,200
0.029093757,0.081774,200
0.015845656,0.081348,200
0.018726738,0.068032,200
0.017621664,0.069317,200
0.01730938,0.066799,200
0.015841816,0.066305,200
0.024860691,0.075214,200
0.026123203,0.077590,200
0.026203306,0.077245,200
0.024160301,0.074363,200
0.023876294,0.071821,200
0.015933372,0.066588,200
0.014743827,0.064865,200
0.015180855,0.066092,200
0.015705058,0.063321,200
0.017242908,0.066310,200
0.0167915,0.064341,200
0.020036297,0.069635,200
0.01699122,0.064630,200
0.016393092,0.064896,200
0.015967617,0.069063,200
0.020313349,0.069737,200
0.022698006,0.072194,200
0.022073168,0.069574,200
0.021929888,0.070579,200
0.022039656,0.069220,200
0.021291636,0.094536,200
0.016518379,0.066579,200
0.020243775,0.068191,200
